trial_index,arm_name,trial_status,generation_method,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
741,741_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,542,1177,246,136,1
742,742_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,706,854,853,142,10
743,743_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,3.000000000000000000000000000000,590,1555,1000,108,1
744,744_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,451,838,2,148,1
745,745_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,769,1738,2,250,1
746,746_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4066,2958,122,250,1
747,747_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2890,3856,2,104,1
748,748_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,920,916,748,220,1
749,749_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1138,3054,1000,192,10
750,750_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1301,3414,1000,2,1
751,751_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,5.000000000000000000000000000000,566,1,588,154,8
752,752_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3309,2557,2,94,10
753,753_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,1.000000000000000000000000000000,125,1,684,140,10
754,754_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,269,1,485,158,1
755,755_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1643,2591,321,122,1
756,756_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4101,3562,522,212,1
757,757_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3967,3001,2,250,10
758,758_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3928,2998,178,59,10
759,759_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1087,545,660,189,1
760,760_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1266,1942,2,149,10
761,761_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3820,2396,943,122,1
762,762_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,712,2589,2,47,1
763,763_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4278,4345,1000,197,10
764,764_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,831,4121,2,192,1
765,765_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3782,4198,1000,197,1
766,766_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1662,4161,717,250,1
767,767_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,1.000000000000000000000000000000,272,1,659,162,10
768,768_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2995,2583,1000,93,10
769,769_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2045,3794,397,44,1
770,770_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3253,5000,2,165,1
771,771_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4271,3102,1000,92,3
772,772_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1323,2103,528,250,10
773,773_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,6.000000000000000000000000000000,879,1,372,153,5
774,774_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,409,549,529,143,1
775,775_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,4022,1942,283,115,1
776,776_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1685,3564,1000,95,1
777,777_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,3811,535,762,177,1
778,778_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,748,434,549,139,1
779,779_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,282,2074,1000,206,10
780,780_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,807,3479,401,247,1
781,781_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1690,2,52,10
782,782_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4057,4311,2,2,10
783,783_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2001,1000,44,10
784,784_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3086,2298,2,250,5
785,785_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2996,3189,1000,250,10
786,786_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1180,4537,426,75,1
787,787_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,2.000000000000000000000000000000,545,681,513,182,1
788,788_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,1,730,115,10
789,789_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,982,5000,404,173,10
790,790_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1399,2316,1000,74,10
791,791_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,4.000000000000000000000000000000,4202,1299,548,148,1
792,792_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1054,3199,195,2,10
793,793_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,782,981,1000,250,1
794,794_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,4.000000000000000000000000000000,321,1,571,205,1
795,795_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,1.000000000000000000000000000000,216,1,804,250,10
796,796_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3268,2919,1000,176,1
797,797_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,5000,2,2,10
798,798_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2656,3736,1000,226,10
799,799_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1550,2954,1000,223,1
800,800_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2275,5000,594,2,10
801,801_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2640,3713,532,2,10
802,802_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2419,4564,385,192,2
803,803_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1265,3146,2,2,1
804,804_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3590,4548,479,41,1
805,805_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3024,3372,1000,115,10
806,806_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2936,4009,458,54,1
807,807_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1473,2196,1000,131,10
808,808_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4281,5000,365,136,1
809,809_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2879,3256,1000,28,10
810,810_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1703,2044,2,144,10
811,811_0,FAILED,BoTorch,BOTORCH_MODULAR,,,982,1894,2,160,10
812,812_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3124,281,37,3
813,813_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,769,5000,1000,135,10
814,814_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,694,2305,530,156,2
815,815_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,3808,1,1000,174,10
816,816_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,788,693,643,250,1
817,817_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,111,1,593,121,1
818,818_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3685,5000,1000,2,10
819,819_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,2.000000000000000000000000000000,194,617,466,112,1
820,820_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,150,634,517,131,1
821,821_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,786,4272,1000,229,10
822,822_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,962,3446,2,136,10
823,823_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1651,3149,1000,102,10
824,824_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1890,3519,2,136,10
825,825_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1078,552,648,250,1
826,826_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,942,488,559,250,5
827,827_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2873,4101,563,176,4
828,828_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1599,2580,565,250,1
829,829_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4224,2624,692,250,1
830,830_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,627,958,508,250,1
831,831_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,845,3511,1000,107,1
832,832_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2051,2839,435,208,10
833,833_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3015,2154,173,211,10
834,834_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,848,558,355,250,10
835,835_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1325,3047,2,207,10
836,836_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3407,2285,986,107,10
837,837_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,360,119,552,140,1
838,838_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4288,3746,2,2,10
839,839_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,650,607,144,250,1
840,840_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2324,1,2,175,10
841,841_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2880,3411,2,2,1
842,842_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4106,4623,1000,208,1
843,843_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,374,1,519,250,1
844,844_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,1355,1013,1000,250,1
845,845_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,894,2691,584,100,1
846,846_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1292,2,98,10
847,847_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,590,625,552,250,1
848,848_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4063,2489,298,82,5
849,849_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3481,2933,2,112,1
850,850_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3176,5000,338,49,1
851,851_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3606,590,779,159,1
852,852_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3001,5000,1000,192,10
853,853_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1100,2728,545,69,10
854,854_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,383,4037,1000,90,8
855,855_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4115,2445,528,250,10
856,856_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3980,5000,2,91,9
857,857_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3791,5000,2,2,10
858,858_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1517,2817,2,96,1
859,859_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,841,3393,2,48,1
860,860_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,650,4040,598,2,10
861,861_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1532,5000,509,250,1
862,862_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1044,3368,507,47,10
863,863_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,9.000000000000000000000000000000,3690,1,2,165,1
864,864_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2917,5000,1000,44,10
865,865_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,15,1,664,137,10
866,866_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1193,2820,620,2,7
867,867_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2077,3316,2,107,5
868,868_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2776,2091,2,139,7
869,869_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3118,3832,1000,250,10
870,870_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,602,273,477,224,1
871,871_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.579999999999999960031971113494,3.000000000000000000000000000000,964,393,532,250,1
872,872_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4640,2090,1000,250,10
873,873_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1533,2,56,10
874,874_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4140,3860,2,194,10
875,875_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,804,3880,513,157,10
876,876_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,1.000000000000000000000000000000,11,1,627,122,1
877,877_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,691,5000,2,60,10
878,878_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,228,89,558,126,1
879,879_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,3063,2764,531,129,10
880,880_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,753,391,630,216,6
881,881_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2243,5000,446,176,1
882,882_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,3834,397,2,1
883,883_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1341,4560,341,250,10
884,884_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4445,4290,2,210,10
885,885_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2392,2753,2,36,3
886,886_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4318,3663,540,98,8
887,887_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,924,5000,2,250,10
888,888_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,5000,2,150,1
889,889_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,515,996,600,195,1
890,890_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,518,344,477,188,6
891,891_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1556,4558,2,74,10
892,892_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4405,5000,1000,133,10
893,893_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4367,5000,1000,67,1
894,894_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2896,2,250,10
895,895_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,987,2790,1000,148,10
896,896_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1986,2525,2,250,10
897,897_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1317,5000,2,2,10
898,898_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,1.000000000000000000000000000000,314,1,626,209,10
899,899_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4438,4231,2,250,1
900,900_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1,1590,2,73,10
901,901_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,4217,537,120,10
902,902_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2650,4016,388,57,10
903,903_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,550,391,520,250,6
904,904_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2657,2694,1000,214,1
905,905_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1820,2588,2,250,3
906,906_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4706,4533,395,136,10
907,907_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,4.000000000000000000000000000000,5000,1746,702,250,1
908,908_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,2.000000000000000000000000000000,450,205,520,164,1
909,909_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4172,3724,1000,6,10
910,910_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,2.000000000000000000000000000000,127,1,583,163,1
911,911_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4142,5000,2,31,1
912,912_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,972,3227,899,221,1
913,913_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2842,5000,726,2,1
914,914_0,FAILED,BoTorch,BOTORCH_MODULAR,,,1015,1475,2,172,10
915,915_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,3867,558,2,1
916,916_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,2258,3769,1000,220,1
917,917_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,3436,567,710,250,1
918,918_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2051,760,212,10
919,919_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4130,3445,1000,42,10
920,920_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,678,505,599,156,1
921,921_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,3.000000000000000000000000000000,306,448,580,133,1
922,922_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1,2836,579,181,10
923,923_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,481,2370,1000,2,10
924,924_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,1.000000000000000000000000000000,468,1,564,250,10
925,925_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,1.000000000000000000000000000000,47,1,670,168,10
926,926_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,3.000000000000000000000000000000,5000,1385,547,202,4
927,927_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,1209,5000,1000,206,1
928,928_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,4136,2265,203,121,10
929,929_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,1.000000000000000000000000000000,726,2429,1000,207,10
930,930_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.530000000000000026645352591004,14.000000000000000000000000000000,2490,1,224,2,1
931,931_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,27.000000000000000000000000000000,2515,438,558,2,1
932,932_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4913,2648,431,2,1
933,933_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,6.000000000000000000000000000000,4213,729,694,89,1
934,934_0,FAILED,BoTorch,BOTORCH_MODULAR,,,2487,1,267,2,10
935,935_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,5.000000000000000000000000000000,2491,1,191,31,5
936,936_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,4762,2647,2,2,1
937,937_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,5.000000000000000000000000000000,2562,441,565,41,1
938,938_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,1.000000000000000000000000000000,2490,1,342,29,10
939,939_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,0.000000000000000000000000000000,5000,2657,1000,2,1
940,940_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,28.000000000000000000000000000000,2502,202,365,2,1
941,941_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.569999999999999951150186916493,5.000000000000000000000000000000,4182,812,657,91,2
942,942_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.560000000000000053290705182008,8.000000000000000000000000000000,2491,1,62,17,1
943,943_0,COMPLETED,BoTorch,BOTORCH_MODULAR,0.550000000000000044408920985006,23.000000000000000000000000000000,2515,886,949,2,1
