trial_index,arm_name,trial_status,generation_node,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
764,764_0,FAILED,SOBOL,,,4327,2156,4,0.329524223318323483677971807992
765,765_0,FAILED,SOBOL,,,942,3105,6,0.532883045898750462576742847887
766,766_0,FAILED,SOBOL,,,627,312,4,0.835281127462163541785855613853
767,767_0,FAILED,SOBOL,,,4017,4988,6,0.040640883220359684535605282463
768,768_0,FAILED,SOBOL,,,2629,1444,2,0.606298814127221752379170993663
769,769_0,FAILED,SOBOL,,,2095,3619,10,0.279468274069950006754936566722
770,770_0,FAILED,SOBOL,,,1718,2298,7,0.464567624900490028228006167410
771,771_0,FAILED,SOBOL,,,3639,2602,5,0.666709178425371695730916599132
772,772_0,FAILED,SOBOL,,,4716,1006,9,0.233628538165241483870460115213
773,773_0,FAILED,SOBOL,,,564,3813,1,0.903579676903784267949504283024
774,774_0,FAILED,SOBOL,,,395,1195,7,0.363581574916839622702013912203
775,775_0,FAILED,SOBOL,,,4874,4015,4,0.504566393878310925913410756039
776,776_0,FAILED,SOBOL,,,3490,2407,9,0.064419831931591037266215948875
777,777_0,FAILED,SOBOL,,,1858,2727,2,0.797964236106723512342853155133
778,778_0,FAILED,SOBOL,,,1951,1392,4,0.990860519563779185148177930387
779,779_0,FAILED,SOBOL,,,2782,3593,7,0.132627017321065077126718279033
780,780_0,FAILED,SOBOL,,,3854,27,2,0.689757112478837419722310642101
781,781_0,FAILED,SOBOL,,,800,4726,9,0.424083314420655388410352770734
782,782_0,FAILED,SOBOL,,,1110,1894,1,0.199463636899366969501556923205
783,783_0,FAILED,SOBOL,,,4169,2820,8,0.931790682790800905976880130765
784,784_0,FAILED,SOBOL,,,3092,761,5,0.498748157823458326820542652058
785,785_0,FAILED,SOBOL,,,2265,4185,8,0.638513714967295475943842575361
786,786_0,FAILED,SOBOL,,,1548,521,10,0.570184692252427294256733603106
787,787_0,FAILED,SOBOL,,,3175,4575,3,0.305730059348046756539929447172
788,788_0,FAILED,SOBOL,,,4564,1807,6,0.871410877276212025854817966319
789,789_0,FAILED,SOBOL,,,80,3363,3,0.014394636653363705736108357769
790,790_0,FAILED,SOBOL,,,37,324,2,0.420843739463016397461814221970
791,791_0,FAILED,SOBOL,,,4617,4378,10,0.716730431864038064482258505450
792,792_0,FAILED,SOBOL,,,3268,1691,4,0.152907507671043274566358149968
793,793_0,FAILED,SOBOL,,,1465,3247,6,0.978978904256597171062992401858
794,794_0,FAILED,SOBOL,,,2310,2088,9,0.793757190026342818178761717718
795,795_0,FAILED,SOBOL,,,3038,3014,1,0.092374898944050071181166572387
796,796_0,FAILED,SOBOL,,,4075,879,7,0.523864184834063051354746676225
797,797_0,FAILED,SOBOL,,,1194,4304,5,0.352666478965431462455626387964
798,798_0,FAILED,SOBOL,,,884,1511,8,0.017984461855143310526905509050
799,799_0,FAILED,SOBOL,,,3760,3711,5,0.844787808135151863098144531250
800,800_0,FAILED,SOBOL,,,2728,221,9,0.286043471585959219183337154391
801,801_0,FAILED,SOBOL,,,1995,4920,1,0.582660210147500023936117941048
802,802_0,FAILED,SOBOL,,,1775,1079,3,0.643071011291816874155813366087
803,803_0,FAILED,SOBOL,,,3582,3899,6,0.471143341055139885931168919342
804,804_0,FAILED,SOBOL,,,4928,2210,2,0.913086794422939385107440557476
805,805_0,FAILED,SOBOL,,,352,2530,10,0.210972635438665734319840794342
806,806_0,FAILED,SOBOL,,,491,2492,5,0.559871113954111931931834078568
807,807_0,FAILED,SOBOL,,,4779,2796,8,0.326299404466524722856490825507
808,808_0,FAILED,SOBOL,,,3741,1125,1,0.757765803335234466864278601861
809,809_0,FAILED,SOBOL,,,1607,3931,8,0.118757605100050567248359811856
810,810_0,FAILED,SOBOL,,,2168,116,6,0.186965216182172294656638200649
811,811_0,FAILED,SOBOL,,,2565,4791,3,0.950662609148770543221473872109
812,812_0,FAILED,SOBOL,,,3914,1328,10,0.386801569662988176112605742674
813,813_0,FAILED,SOBOL,,,740,3503,3,0.745062354911118718270301997109
814,814_0,FAILED,SOBOL,,,1055,671,9,0.876972315635532129185492067336
815,815_0,FAILED,SOBOL,,,4224,4122,2,0.237234063804149630794171343950
816,816_0,FAILED,SOBOL,,,2879,1960,7,0.679200404193252338380659693939
817,817_0,FAILED,SOBOL,,,2478,2908,4,0.444896737575530998309858432549
818,818_0,FAILED,SOBOL,,,1292,1724,2,0.251878213407471795992620400284
819,819_0,FAILED,SOBOL,,,3431,3293,9,0.610870859121903753141680226690
820,820_0,FAILED,SOBOL,,,4463,589,4,0.052164637865498665603158912063
821,821_0,FAILED,SOBOL,,,181,4659,7,0.816591987764462845511559407896
822,822_0,FAILED,SOBOL,,,208,910,5,0.247833787495270380096812345982
823,823_0,FAILED,SOBOL,,,4515,4339,7,0.887817576615139825157996256166
824,824_0,FAILED,SOBOL,,,3360,2043,1,0.445752271050587289824562731155
825,825_0,FAILED,SOBOL,,,1284,2974,9,0.680297667888924428858388182562
826,826_0,FAILED,SOBOL,,,2451,1658,6,0.623663927931338513133141532307
827,827_0,FAILED,SOBOL,,,2828,3210,4,0.264429514817893507316881596125
828,828_0,FAILED,SOBOL,,,4295,371,10,0.823539303857833138167165998311
829,829_0,FAILED,SOBOL,,,1062,4421,2,0.058866379491984845151453242806
830,830_0,FAILED,SOBOL,,,752,2253,10,0.315703487843275065749537588999
831,831_0,FAILED,SOBOL,,,3980,2578,3,0.549029660042375300399442039634
832,832_0,FAILED,SOBOL,,,2518,1041,6,0.117905878692865367929343278774
833,833_0,FAILED,SOBOL,,,2136,3866,4,0.756672346707433440826662263134
834,834_0,FAILED,SOBOL,,,1594,181,1,0.937873347407206847670124716387
835,835_0,FAILED,SOBOL,,,3675,4875,8,0.174417721839621675528064770333
836,836_0,FAILED,SOBOL,,,4825,1546,5,0.738118845885619490054807556589
837,837_0,FAILED,SOBOL,,,523,3742,7,0.380103635104373116515574793084
838,838_0,FAILED,SOBOL,,,359,1281,3,0.857582529524341219406835534755
839,839_0,FAILED,SOBOL,,,4999,3460,10,0.030533638520166279939349607275
840,840_0,FAILED,SOBOL,,,3531,149,3,0.589605371752753848468842079455
841,841_0,FAILED,SOBOL,,,1748,4829,6,0.292746895534917728198820441321
842,842_0,FAILED,SOBOL,,,1987,1170,8,0.481744713608175501029506904160
843,843_0,FAILED,SOBOL,,,2657,3971,1,0.653914143808186021367134799220
844,844_0,FAILED,SOBOL,,,3812,2461,8,0.211826010707765827190129925839
845,845_0,FAILED,SOBOL,,,911,2761,5,0.914185736723244213308703365328
846,846_0,FAILED,SOBOL,,,1226,554,7,0.703939517542719883635982114356
847,847_0,FAILED,SOBOL,,,4122,4629,4,0.408298369865864541061739600991
848,848_0,FAILED,SOBOL,,,2972,1764,9,0.972037549719214410970380413346
849,849_0,FAILED,SOBOL,,,2297,3338,2,0.146207890789955857746562628563
850,850_0,FAILED,SOBOL,,,1433,1997,4,0.081777333458885548278516353093
851,851_0,FAILED,SOBOL,,,3221,2941,7,0.782917864577844735407552434481
852,852_0,FAILED,SOBOL,,,4683,628,2,0.351816910764202461781025021992
853,853_0,FAILED,SOBOL,,,49,4074,9,0.522769049601629398615898480784
854,854_0,FAILED,SOBOL,,,151,2114,6,0.925093222256749836418521226733
855,855_0,FAILED,SOBOL,,,4572,3057,3,0.192520601898431786835885759501
856,856_0,FAILED,SOBOL,,,3148,825,10,0.625966694649308874609516806231
857,857_0,FAILED,SOBOL,,,1496,4270,2,0.485959370106458676819016773152
858,858_0,FAILED,SOBOL,,,2194,436,5,0.304636128695681684952489831630
859,859_0,FAILED,SOBOL,,,3085,4511,8,0.569332491820678132654620640096
860,860_0,FAILED,SOBOL,,,4196,1570,1,0.003552708717063069419894727474
861,861_0,FAILED,SOBOL,,,1162,3144,9,0.860814486628398323198041452997
862,862_0,FAILED,SOBOL,,,847,976,1,0.511267661480233059911881809967
863,863_0,FAILED,SOBOL,,,3886,3777,9,0.370528416985645869807797225803
864,864_0,FAILED,SOBOL,,,2770,2343,5,0.810515063492581289139593536675
865,865_0,FAILED,SOBOL,,,1884,2642,7,0.077212426716461779463429593307
866,866_0,FAILED,SOBOL,,,1811,1477,10,0.133724755041301240909845660099
867,867_0,FAILED,SOBOL,,,3458,3657,2,0.991716527063399522212705505808
868,868_0,FAILED,SOBOL,,,4887,265,6,0.434929049424827074421529005122
869,869_0,FAILED,SOBOL,,,461,4945,4,0.700357310194522186819199305319
870,870_0,FAILED,SOBOL,,,615,63,9,0.039545270245522262664294999013
871,871_0,FAILED,SOBOL,,,4743,4757,2,0.834431081518530848306625102850
872,872_0,FAILED,SOBOL,,,3632,1352,7,0.268628470879048120156795675939
873,873_0,FAILED,SOBOL,,,1647,3548,4,0.595700770899653453405164782453
874,874_0,FAILED,SOBOL,,,2043,2369,2,0.660010039286687999471325838385
875,875_0,FAILED,SOBOL,,,2601,2694,9,0.457626748105511071962325786444
876,876_0,FAILED,SOBOL,,,4025,1238,4,0.891034785049036104354058807075
877,877_0,FAILED,SOBOL,,,698,4062,7,0.220838101586326968073237253520
878,878_0,FAILED,SOBOL,,,1008,1855,3,0.398800385219976294415289430617
879,879_0,FAILED,SOBOL,,,4340,3406,6,0.726602709094062437777949980955
880,880_0,FAILED,SOBOL,,,2911,487,3,0.169838058991357676585920444268
881,881_0,FAILED,SOBOL,,,2358,4537,10,0.965455797651782576807022451248
882,882_0,FAILED,SOBOL,,,1337,715,8,0.776335616178810639098628598731
883,883_0,FAILED,SOBOL,,,3317,4145,5,0.105407042507082229776393944576
884,884_0,FAILED,SOBOL,,,4433,1925,8,0.545431744821369690612300473731
885,885_0,FAILED,SOBOL,,,300,2855,1,0.342318466965109091670882435210
886,886_0,FAILED,SOBOL,,,313,1923,3,0.859103842582553678397516705445
887,887_0,FAILED,SOBOL,,,4419,2867,6,0.001844960868358612102180238423
888,888_0,FAILED,SOBOL,,,3309,712,2,0.567617148425430095848298606143
889,889_0,FAILED,SOBOL,,,1345,4158,10,0.302917851924896230908501593149
890,890_0,FAILED,SOBOL,,,2347,470,8,0.488139134885743286584869338185
891,891_0,FAILED,SOBOL,,,2923,4545,5,0.628149236654862774820173854096
892,892_0,FAILED,SOBOL,,,4346,1838,9,0.194710776628926385267703835780
893,893_0,FAILED,SOBOL,,,1001,3413,1,0.927280582582578061234812594193
894,894_0,FAILED,SOBOL,,,686,1244,9,0.702539078889414692064008249872
895,895_0,FAILED,SOBOL,,,4036,4046,1,0.437109825456514944352903739855
896,896_0,FAILED,SOBOL,,,2608,2377,7,0.993904898641631007194519042969
897,897_0,FAILED,SOBOL,,,2036,2677,5,0.135914156461134555398118095582
898,898_0,FAILED,SOBOL,,,1661,1365,2,0.075503786586225030141861225275
899,899_0,FAILED,SOBOL,,,3619,3545,10,0.808805549670010837104427992017
900,900_0,FAILED,SOBOL,,,4735,74,4,0.368811270438134664040319421474
901,901_0,FAILED,SOBOL,,,622,4755,6,0.509551425803452695539874639508
902,902_0,FAILED,SOBOL,,,454,263,1,0.223042655061930411575232824362
903,903_0,FAILED,SOBOL,,,4893,4957,9,0.893238457396626439610543002345
904,904_0,FAILED,SOBOL,,,3470,1474,4,0.459822795163840059018411920988
905,905_0,FAILED,SOBOL,,,1800,3670,7,0.662206989780068422390968407854
906,906_0,FAILED,SOBOL,,,1892,2325,10,0.593999809967353908923826111277
907,907_0,FAILED,SOBOL,,,2762,2650,2,0.266926509847864534830108595997
908,908_0,FAILED,SOBOL,,,3873,959,7,0.832736723469570283562291024282
909,909_0,FAILED,SOBOL,,,859,3784,4,0.037851934602484108016717812006
910,910_0,FAILED,SOBOL,,,1169,1576,6,0.340615494681522246178673185568
911,911_0,FAILED,SOBOL,,,4188,3128,3,0.543731557199731430074507443351
912,912_0,FAILED,SOBOL,,,3072,443,10,0.103714480174705386827938013994
913,913_0,FAILED,SOBOL,,,2207,4493,3,0.774640246877446814188772350462
914,914_0,FAILED,SOBOL,,,1489,837,5,0.967658339776098719298147443624
915,915_0,FAILED,SOBOL,,,3155,4267,8,0.172043504748493419898025535986
916,916_0,FAILED,SOBOL,,,4583,2125,1,0.728800551868975188263277686929
917,917_0,FAILED,SOBOL,,,139,3056,8,0.400995302055031088706016362266
918,918_0,FAILED,SOBOL,,,55,641,7,0.056662424588575961703629246813
919,919_0,FAILED,SOBOL,,,4677,4071,5,0.821334319112822397457307488366
920,920_0,FAILED,SOBOL,,,3209,2009,9,0.262232162797823575850486577110
921,921_0,FAILED,SOBOL,,,1445,2939,1,0.621467568574473272491331954370
922,922_0,FAILED,SOBOL,,,2290,1771,4,0.682000179160386355015077697317
923,923_0,FAILED,SOBOL,,,2980,3322,6,0.447453871451318263563479149525
924,924_0,FAILED,SOBOL,,,4134,562,2,0.889511581469327183846473872109
925,925_0,FAILED,SOBOL,,,1213,4611,10,0.249528666041791441498887138550
926,926_0,FAILED,SOBOL,,,903,2443,3,0.381804105281829841977980777301
927,927_0,FAILED,SOBOL,,,3820,2769,10,0.739822249438613632754879745335
928,928_0,FAILED,SOBOL,,,2670,1154,4,0.176113492667675008984673468149
929,929_0,FAILED,SOBOL,,,1975,3978,6,0.939566222038120013593243129435
930,930_0,FAILED,SOBOL,,,1755,147,8,0.754466350710019439951281583490
931,931_0,FAILED,SOBOL,,,3525,4841,1,0.115702697100117810058428347020
932,932_0,FAILED,SOBOL,,,4986,1278,7,0.546834073996171343701178102492
933,933_0,FAILED,SOBOL,,,371,3473,5,0.313505124570801874117620400284
934,934_0,FAILED,SOBOL,,,510,1559,10,0.915893886098638199122490277659
935,935_0,FAILED,SOBOL,,,4838,3739,3,0.213536967052146781087529348042
936,936_0,FAILED,SOBOL,,,3683,192,6,0.655632703134790051358038454055
937,937_0,FAILED,SOBOL,,,1587,4873,3,0.483460488272830835043691877217
938,938_0,FAILED,SOBOL,,,2148,1048,1,0.290563684318214665580626387964
939,939_0,FAILED,SOBOL,,,2506,3849,8,0.587425086475908742045248800423
940,940_0,FAILED,SOBOL,,,3973,2261,5,0.028345727954059839193146075331
941,941_0,FAILED,SOBOL,,,759,2560,8,0.855391715325415136206288480025
942,942_0,FAILED,SOBOL,,,1074,354,5,0.520587872043251964626620065246
943,943_0,FAILED,SOBOL,,,4283,4429,7,0.349634829770773647439341402787
944,944_0,FAILED,SOBOL,,,2821,1642,2,0.780728180602192844972364582645
945,945_0,FAILED,SOBOL,,,2458,3216,9,0.079588530611246821599991108087
946,946_0,FAILED,SOBOL,,,1272,2041,6,0.147918073823675527700416409971
947,947_0,FAILED,SOBOL,,,3373,2985,4,0.973746710347011656949689495377
948,948_0,FAILED,SOBOL,,,4523,906,9,0.410015155782923079730295512491
949,949_0,FAILED,SOBOL,,,200,4352,2,0.705657303558662518661037665879
950,950_0,FAILED,SOBOL,,,188,602,10,0.354385227901861055155308122266
951,951_0,FAILED,SOBOL,,,4457,4656,2,0.525580007830634743370978867461
952,952_0,FAILED,SOBOL,,,3419,1735,6,0.094083118958398700981682338806
953,953_0,FAILED,SOBOL,,,1303,3291,4,0.795468313673511118189196622552
954,954_0,FAILED,SOBOL,,,2470,1966,1,0.976791064329445402059093339631
955,955_0,FAILED,SOBOL,,,2887,2892,9,0.150716860774904481967695346611
956,956_0,FAILED,SOBOL,,,4237,679,5,0.714547410257160620083993762819
957,957_0,FAILED,SOBOL,,,1042,4104,7,0.418663502518087649040268161116
958,958_0,FAILED,SOBOL,,,732,1310,5,0.208782761853188281175874863038
959,959_0,FAILED,SOBOL,,,3923,3511,8,0.910897943243384355938019325549
960,960_0,FAILED,SOBOL,,,2577,99,1,0.468962092857807877344100688788
961,961_0,FAILED,SOBOL,,,2155,4798,9,0.640888762995600713701094264252
962,962_0,FAILED,SOBOL,,,1613,1123,6,0.584376925425603932495732806274
963,963_0,FAILED,SOBOL,,,3734,3943,3,0.287761090299114563606508454541
964,964_0,FAILED,SOBOL,,,4767,2489,10,0.846497801559045859320917770674
965,965_0,FAILED,SOBOL,,,503,2809,2,0.019693574151024222790296036578
966,966_0,FAILED,SOBOL,,,339,2223,8,0.742864924816414751163051732874
967,967_0,FAILED,SOBOL,,,4941,2527,5,0.384605050439015050400826112309
968,968_0,FAILED,SOBOL,,,3590,1091,8,0.948458457199856663777381982072
969,969_0,FAILED,SOBOL,,,1767,3897,1,0.184760190540924656987797902730
970,970_0,FAILED,SOBOL,,,2006,228,3,0.120451412908732888307206110312
971,971_0,FAILED,SOBOL,,,2716,4904,6,0.759460640985518686818522837711
972,972_0,FAILED,SOBOL,,,3754,1519,3,0.328001837663352502350022632527
973,973_0,FAILED,SOBOL,,,891,3694,10,0.561572554487735020600780444511
974,974_0,FAILED,SOBOL,,,1206,861,2,0.818287836667150214609023350931
975,975_0,FAILED,SOBOL,,,4064,4312,9,0.053857672363519668023990050187
976,976_0,FAILED,SOBOL,,,3031,2072,4,0.612571526344865557867080951837
977,977_0,FAILED,SOBOL,,,2316,3021,7,0.253581657856702780140523145747
978,978_0,FAILED,SOBOL,,,1452,1690,9,0.442701348574832065363438005079
979,979_0,FAILED,SOBOL,,,3280,3259,2,0.677002081817016043707724293199
980,980_0,FAILED,SOBOL,,,4626,321,7,0.235028145881369721070797140783
981,981_0,FAILED,SOBOL,,,29,4391,4,0.874769293909892442506759380194
982,982_0,FAILED,SOBOL,,,93,1805,1,0.535078925654292159030944731057
983,983_0,FAILED,SOBOL,,,4552,3375,8,0.331721103172749276488673331187
984,984_0,FAILED,SOBOL,,,3167,517,5,0.771837175115942963898874040751
985,985_0,FAILED,SOBOL,,,1555,4588,7,0.100665841381996870596005067000
986,986_0,FAILED,SOBOL,,,2254,743,10,0.157300042351707830556861722471
987,987_0,FAILED,SOBOL,,,3104,4193,3,0.953160422103479509914336631482
988,988_0,FAILED,SOBOL,,,4176,1878,6,0.395999836942180993837325786444
989,989_0,FAILED,SOBOL,,,1104,2827,4,0.724046824412420408911827962584
990,990_0,FAILED,SOBOL,,,789,34,6,0.901887281874194757236296027259
991,991_0,FAILED,SOBOL,,,3866,4710,4,0.231933239502832289069544913218
992,992_0,FAILED,SOBOL,,,2789,1400,10,0.665006254473701097218452105153
993,993_0,FAILED,SOBOL,,,1943,3575,2,0.462867626888677496932444910271
994,994_0,FAILED,SOBOL,,,1870,2420,5,0.281666165176779059731160259616
995,995_0,FAILED,SOBOL,,,3477,2724,7,0.608493920572102053867524773523
996,996_0,FAILED,SOBOL,,,4867,1207,1,0.042843592647463082934145006675
997,997_0,FAILED,SOBOL,,,403,4013,9,0.837486643858253998473628598731
998,998_0,FAILED,SOBOL,,,557,1005,4,0.422368011921644193051861293497
999,999_0,FAILED,SOBOL,,,4723,3824,7,0.688039032753556933919014682033
1000,1000_0,FAILED,SOBOL,,,3651,2295,2,0.130916533142328261885012352650
1001,1001_0,FAILED,SOBOL,,,1707,2615,9,0.989152849789708854544301175338
1002,1002_0,FAILED,SOBOL,,,2102,1426,7,0.800154570704326051355792515096
1003,1003_0,FAILED,SOBOL,,,2620,3627,4,0.066607270332053297723362561555
1004,1004_0,FAILED,SOBOL,,,4005,296,9,0.506746199553832377127093877789
1005,1005_0,FAILED,SOBOL,,,640,4995,2,0.365764313967898491153363238482
1006,1006_0,FAILED,SOBOL,,,950,2163,8,0.016582967335358262533917539372
1007,1007_0,FAILED,SOBOL,,,4320,3089,1,0.873600081650540261080095660873
1008,1008_0,FAILED,SOBOL,,,2930,795,8,0.307911668175831432225919570556
1009,1009_0,FAILED,SOBOL,,,2417,4220,5,0.572365390209481073036101861362
1010,1010_0,FAILED,SOBOL,,,1396,408,3,0.636796408552676385106394718605
1011,1011_0,FAILED,SOBOL,,,3336,4462,10,0.497031844072043871296529005122
1012,1012_0,FAILED,SOBOL,,,4413,1617,3,0.930082001764327315207481206016
1013,1013_0,FAILED,SOBOL,,,242,3173,6,0.197753926031291493714547868876
1014,1014_0,FAILED,SOBOL,,,267,1138,3,0.995647155478596723732209738955
1015,1015_0,FAILED,SOBOL,,,4378,3957,10,0.137594444345682853647616639137
1016,1016_0,FAILED,SOBOL,,,3345,2425,3,0.696483449473977112020861568453
1017,1017_0,FAILED,SOBOL,,,1378,2746,6,0.430994249593466494108184861034
1018,1018_0,FAILED,SOBOL,,,2388,1257,8,0.374451907148584728357576523194
1019,1019_0,FAILED,SOBOL,,,2969,3457,1,0.515130212532356357435503468878
1020,1020_0,FAILED,SOBOL,,,4314,123,8,0.073346656015142799867057021856
1021,1021_0,FAILED,SOBOL,,,965,4823,5,0.806588353680446790150426750188
1022,1022_0,FAILED,SOBOL,,,650,2029,7,0.565458969423547341826008505450
1023,1023_0,FAILED,SOBOL,,,4004,2956,4,0.300701719237491504888026838671
1024,1024_0,FAILED,SOBOL,,,2654,664,9,0.864745453367009808687271288363
1025,1025_0,FAILED,SOBOL,,,2078,4089,2,0.007422788394615053783609504023
1026,1026_0,FAILED,SOBOL,,,1693,577,4,0.188654217753559338976998560611
1027,1027_0,FAILED,SOBOL,,,3655,4632,7,0.921165951050817999323783169530
1028,1028_0,FAILED,SOBOL,,,4693,1789,2,0.489882246825844025472918019659
1029,1029_0,FAILED,SOBOL,,,577,3345,9,0.629828684307634834027567194426
1030,1030_0,FAILED,SOBOL,,,418,1665,5,0.109337998092174537578813442451
1031,1031_0,FAILED,SOBOL,,,4861,3234,7,0.780205692138522866052596782538
1032,1032_0,FAILED,SOBOL,,,3516,374,1,0.338444933414459248055550233403
1033,1033_0,FAILED,SOBOL,,,1842,4445,9,0.541497331645339752270729150041
1034,1034_0,FAILED,SOBOL,,,1924,925,6,0.730525574659928733645131160301
1035,1035_0,FAILED,SOBOL,,,2798,4375,4,0.402662371160462495556231488081
1036,1036_0,FAILED,SOBOL,,,3831,2057,10,0.961589402353391076161415185197
1037,1037_0,FAILED,SOBOL,,,814,3006,2,0.165910784067586053458498440705
1038,1038_0,FAILED,SOBOL,,,1124,174,10,0.453752898538485160973010579255
1039,1039_0,FAILED,SOBOL,,,4146,4850,2,0.656075243173167121923938793771
1040,1040_0,FAILED,SOBOL,,,3108,1543,6,0.224768741155043250135037169457
1041,1041_0,FAILED,SOBOL,,,2240,3718,3,0.894904478071257503124513732473
1042,1042_0,FAILED,SOBOL,,,1531,2237,1,0.830565321970731074152638484520
1043,1043_0,FAILED,SOBOL,,,3201,2542,9,0.035618564151227473379979215906
1044,1044_0,FAILED,SOBOL,,,4551,1028,5,0.599624272216111475763966609520
1045,1045_0,FAILED,SOBOL,,,104,3833,8,0.272491025649011120446374434323
1046,1046_0,FAILED,SOBOL,,,11,2356,9,0.178280187381431448612190138192
1047,1047_0,FAILED,SOBOL,,,4634,2661,2,0.941796700010076204279130251962
1048,1048_0,FAILED,SOBOL,,,3244,1222,7,0.376176839781925065331336099916
1049,1049_0,FAILED,SOBOL,,,1478,4027,4,0.734252937624230939128722184250
1050,1050_0,FAILED,SOBOL,,,2333,58,2,0.552899263836443388697716727620
1051,1051_0,FAILED,SOBOL,,,3024,4734,9,0.319633978698402654305965597814
1052,1052_0,FAILED,SOBOL,,,4101,1347,4,0.752737461365759363829397443624
1053,1053_0,FAILED,SOBOL,,,1178,3521,7,0.114031880412250763434656164463
1054,1054_0,FAILED,SOBOL,,,868,728,3,0.260502329122275111394912983087
1055,1055_0,FAILED,SOBOL,,,3786,4178,6,0.619797681346535678237330557749
1056,1056_0,FAILED,SOBOL,,,2714,1941,3,0.062728454660624266558954786888
1057,1057_0,FAILED,SOBOL,,,2018,2891,10,0.827462318137288099784143469151
1058,1058_0,FAILED,SOBOL,,,1788,1859,8,0.883883252667263197288605169888
1059,1059_0,FAILED,SOBOL,,,3559,3428,5,0.243960402658209202231276435668
1060,1060_0,FAILED,SOBOL,,,4944,493,8,0.684167833076789966284536603780
1061,1061_0,FAILED,SOBOL,,,326,4563,1,0.449683375349268332765717559596
1062,1062_0,FAILED,SOBOL,,,475,462,6,0.786779943464323894275480597571
1063,1063_0,FAILED,SOBOL,,,4804,4516,4,0.085700358891859645948940737981
1064,1064_0,FAILED,SOBOL,,,3728,1593,10,0.518841867623850649948735735961
1065,1065_0,FAILED,SOBOL,,,1630,3148,3,0.347950675332918790694236577110
1066,1066_0,FAILED,SOBOL,,,2182,2148,5,0.412168538771569725742693890425
1067,1067_0,FAILED,SOBOL,,,2541,3074,7,0.707870632994920034875008241215
1068,1068_0,FAILED,SOBOL,,,3931,858,1,0.142273570559918877131977410500
1069,1069_0,FAILED,SOBOL,,,714,4283,8,0.968164176035672396913867032708
1070,1070_0,FAILED,SOBOL,,,1030,1451,1,0.649987344767898322928090237838
1071,1071_0,FAILED,SOBOL,,,4240,3651,9,0.477878794193267841805550233403
1072,1072_0,FAILED,SOBOL,,,2856,242,5,0.918048198547214311382447249343
1073,1073_0,FAILED,SOBOL,,,2491,4941,7,0.215749352157115936723386084850
1074,1074_0,FAILED,SOBOL,,,1315,941,10,0.026598749460652472420552072663
1075,1075_0,FAILED,SOBOL,,,3417,3760,2,0.853708520090207478858701506397
1076,1076_0,FAILED,SOBOL,,,4490,2309,6,0.296616495611146113731138029834
1077,1077_0,FAILED,SOBOL,,,165,2630,4,0.593535851454362273216247558594
1078,1078_0,FAILED,SOBOL,,,231,1380,7,0.475077638978138538927709078052
1079,1079_0,FAILED,SOBOL,,,4501,3559,4,0.646944422153756026894200203969
1080,1080_0,FAILED,SOBOL,,,3386,10,10,0.207102444225922222020841445556
1081,1081_0,FAILED,SOBOL,,,1269,4692,2,0.909155716149136372550287887861
1082,1082_0,FAILED,SOBOL,,,2426,1191,4,0.848714967805892173124959754205
1083,1083_0,FAILED,SOBOL,,,2844,3992,7,0.021850734464824200092847306109
1084,1084_0,FAILED,SOBOL,,,4272,2401,1,0.578798108953982537450144718605
1085,1085_0,FAILED,SOBOL,,,1076,2701,9,0.282120483331382287950361842377
1086,1086_0,FAILED,SOBOL,,,765,533,1,0.088505321174859999389106235412
1087,1087_0,FAILED,SOBOL,,,3957,4609,8,0.789826673146337254749482781335
1088,1088_0,FAILED,SOBOL,,,2534,1824,5,0.356601390331983569836893366301
1089,1089_0,FAILED,SOBOL,,,2111,3398,8,0.527738157089799653221007247339
1090,1090_0,FAILED,SOBOL,,,1579,1898,10,0.712867992347106294026559680788
1091,1091_0,FAILED,SOBOL,,,3701,2843,3,0.416920360835269065979957758827
1092,1092_0,FAILED,SOBOL,,,4811,766,6,0.982905725603923197120082022593
1093,1093_0,FAILED,SOBOL,,,546,4211,3,0.156773389907553795108441363482
1094,1094_0,FAILED,SOBOL,,,372,813,8,0.614805781641975079843120965961
1095,1095_0,FAILED,SOBOL,,,4975,4243,1,0.255752189381048100624838070871
1096,1096_0,FAILED,SOBOL,,,3547,2178,8,0.812722421148791895895158177154
1097,1097_0,FAILED,SOBOL,,,1723,3110,5,0.048234124703332784123155363432
1098,1098_0,FAILED,SOBOL,,,1972,1640,3,0.241160896304994820660283494362
1099,1099_0,FAILED,SOBOL,,,2683,3191,10,0.880838201589882352493532380322
1100,1100_0,FAILED,SOBOL,,,3798,429,3,0.441034309212118391663182137563
1101,1101_0,FAILED,SOBOL,,,934,4479,6,0.675277029283344765175911561528
1102,1102_0,FAILED,SOBOL,,,1249,2271,4,0.946792406782507867113451993646
1103,1103_0,FAILED,SOBOL,,,4108,2597,6,0.183034134190529579333528431562
1104,1104_0,FAILED,SOBOL,,,2998,984,2,0.748996641680598207457819626143
1105,1105_0,FAILED,SOBOL,,,2282,3808,10,0.390674976807087681596186712341
1106,1106_0,FAILED,SOBOL,,,1408,277,7,0.322437292119488128072646304645
1107,1107_0,FAILED,SOBOL,,,3237,4972,5,0.555948121981695297932901667082
1108,1108_0,FAILED,SOBOL,,,4660,1411,9,0.122684753617271782855091544207
1109,1109_0,FAILED,SOBOL,,,62,3606,1,0.761632072227075740400437098288
