trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
193,,,,,,,,,,,,,,,193_0,ABANDONED,SOBOL,,,268,0,479,862,316
194,,,,,,,,,,,,,,,194_0,ABANDONED,SOBOL,,,2173,4,208,1932,658
195,,,,,,,,,,,,,,,195_0,ABANDONED,SOBOL,,,3581,2,298,33,1189
196,,,,,,,,,,,,,,,196_0,ABANDONED,SOBOL,,,2579,3,415,475,1396
197,,,,,,,,,,,,,,,197_0,ABANDONED,SOBOL,,,1805,1,74,1624,989
198,1753869325.000000000000000000000000000000,1753869818.000000000000000000000000000000,493.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1230 feature_id 2 p 361 big_windowSize 680 small_windowSize 23,0.000000000000000000000000000000,,i7166,5697079.000000000000000000000000000000,483.000000000000000000000000000000,554.246093750000000000000000000000,547.395756740196134160214569419622,-1.000000000000000000000000000000,0.289999999999999980015985556747,0.000000000000000000000000000000,198_0,COMPLETED,SOBOL,483.000000000000000000000000000000,0.000000000000000000000000000000,1230,2,361,680,23
199,,,,,,,,,,,,,,,199_0,ABANDONED,SOBOL,,,4505,0,144,1295,1617
200,,,,,,,,,,,,,,,200_0,ABANDONED,SOBOL,,,4834,4,334,1657,448
201,,,,,,,,,,,,,,,201_0,ABANDONED,SOBOL,,,936,2,179,308,1917
202,,,,,,,,,,,,,,,202_0,ABANDONED,SOBOL,,,1514,3,388,1487,1072
203,,,,,,,,,,,,,,,203_0,ABANDONED,SOBOL,,,2912,1,109,603,541
204,,,,,,,,,,,,,,,204_0,ABANDONED,SOBOL,,,3249,2,242,920,872
205,,,,,,,,,,,,,,,205_0,ABANDONED,SOBOL,,,2464,0,270,1054,1279
206,,,,,,,,,,,,,,,206_0,ABANDONED,SOBOL,,,561,4,46,251,1749
207,1753869354.000000000000000000000000000000,1753869901.000000000000000000000000000000,547.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3845 feature_id 1 p 451 big_windowSize 1849 small_windowSize 156,0.000000000000000000000000000000,,i7164,5697080.000000000000000000000000000000,528.000000000000000000000000000000,550.578125000000000000000000000000,550.578125000000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,207_0,COMPLETED,SOBOL,528.000000000000000000000000000000,0.000000000000000000000000000000,3845,1,451,1849,156
208,,,,,,,,,,,,,,,208_0,ABANDONED,SOBOL,,,3936,4,163,731,1142
209,,,,,,,,,,,,,,,209_0,ABANDONED,SOBOL,,,350,1,319,1361,736
210,,,,,,,,,,,,,,,210_0,ABANDONED,SOBOL,,,2256,2,125,433,269
211,,,,,,,,,,,,,,,211_0,ABANDONED,SOBOL,,,3342,0,403,1535,1863
212,,,,,,,,,,,,,,,212_0,ABANDONED,SOBOL,,,2975,3,255,1974,1538
213,,,,,,,,,,,,,,,213_0,ABANDONED,SOBOL,,,1254,1,226,123,70
214,,,,,,,,,,,,,,,214_0,ABANDONED,SOBOL,,,678,4,466,1176,911
215,,,,,,,,,,,,,,,215_0,ABANDONED,SOBOL,,,4900,2,62,796,1443
216,,,,,,,,,,,,,,,216_0,ABANDONED,SOBOL,,,4605,3,494,161,618
217,,,,,,,,,,,,,,,217_0,ABANDONED,SOBOL,,,1010,0,27,1805,1026
218,,,,,,,,,,,,,,,218_0,ABANDONED,SOBOL,,,1587,3,282,986,1995
219,,,,,,,,,,,,,,,219_0,ABANDONED,SOBOL,,,2683,1,191,1105,402
220,1753869945.000000000000000000000000000000,1753869958.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3634 feature_id 4 p 90 big_windowSize 1421 small_windowSize 202,1.000000000000000000000000000000,,i7175,5697387.000000000000000000000000000000,,,,,,,220_0,FAILED,SOBOL,,,3634,4,90,1421,202
221,,,,,,,,,,,,,,,221_0,ABANDONED,SOBOL,,,1922,2,431,552,1672
222,,,,,,,,,,,,,,,222_0,ABANDONED,SOBOL,,,19,3,128,1747,1325
223,,,,,,,,,,,,,,,223_0,ABANDONED,SOBOL,,,4231,0,346,352,795
224,,,,,,,,,,,,,,,224_0,ABANDONED,SOBOL,,,4365,4,381,766,1576
225,,,,,,,,,,,,,,,225_0,ABANDONED,SOBOL,,,140,2,100,1146,48
226,,,,,,,,,,,,,,,226_0,ABANDONED,SOBOL,,,1984,3,341,92,951
227,,,,,,,,,,,,,,,227_0,ABANDONED,SOBOL,,,3709,0,188,1944,1419
228,,,,,,,,,,,,,,,228_0,ABANDONED,SOBOL,,,2788,2,39,1503,1243
229,,,,,,,,,,,,,,,229_0,ABANDONED,SOBOL,,,1696,0,442,400,651
230,,,,,,,,,,,,,,,230_0,ABANDONED,SOBOL,,,1021,3,249,1329,372
231,,,,,,,,,,,,,,,231_0,ABANDONED,SOBOL,,,4613,1,279,699,1776
232,,,,,,,,,,,,,,,232_0,ABANDONED,SOBOL,,,4946,3,214,321,165
233,,,,,,,,,,,,,,,233_0,ABANDONED,SOBOL,,,730,1,306,1716,1694
234,,,,,,,,,,,,,,,234_0,ABANDONED,SOBOL,,,1403,4,4,522,1286
235,,,,,,,,,,,,,,,235_0,ABANDONED,SOBOL,,,3119,2,470,1390,819
236,,,,,,,,,,,,,,,236_0,ABANDONED,SOBOL,,,3379,4,368,1073,518
237,,,,,,,,,,,,,,,237_0,ABANDONED,SOBOL,,,2278,1,153,954,1111
238,,,,,,,,,,,,,,,238_0,ABANDONED,SOBOL,,,430,2,409,1773,1892
239,,,,,,,,,,,,,,,239_0,ABANDONED,SOBOL,,,4032,0,65,128,489
240,,,,,,,,,,,,,,,240_0,ABANDONED,SOBOL,,,3813,2,291,1263,1497
241,,,,,,,,,,,,,,,241_0,ABANDONED,SOBOL,,,535,0,198,648,904
242,1753870002.000000000000000000000000000000,1753870014.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2379 feature_id 4 p 485 big_windowSize 1592 small_windowSize 126,1.000000000000000000000000000000,,i7181,5697416.000000000000000000000000000000,,,,,,,242_0,FAILED,SOBOL,,,2379,4,485,1592,126
243,,,,,,,,,,,,,,,243_0,ABANDONED,SOBOL,,,3158,1,20,443,1530
244,,,,,,,,,,,,,,,244_0,ABANDONED,SOBOL,,,2872,4,137,3,1822
245,,,,,,,,,,,,,,,245_0,ABANDONED,SOBOL,,,1457,1,353,1901,294
246,,,,,,,,,,,,,,,246_0,ABANDONED,SOBOL,,,782,3,81,832,697
247,,,,,,,,,,,,,,,247_0,ABANDONED,SOBOL,,,4696,0,424,1197,1165
248,,,,,,,,,,,,,,,248_0,ABANDONED,SOBOL,,,4404,4,116,1816,771
249,,,,,,,,,,,,,,,249_0,ABANDONED,SOBOL,,,1116,1,396,218,1364
250,,,,,,,,,,,,,,,250_0,ABANDONED,SOBOL,,,1788,3,171,1022,1646
251,,,,,,,,,,,,,,,251_0,ABANDONED,SOBOL,,,2576,0,325,888,243
252,,,,,,,,,,,,,,,252_0,ABANDONED,SOBOL,,,3452,3,458,573,410
253,,,,,,,,,,,,,,,253_0,ABANDONED,SOBOL,,,2048,0,55,1457,1940
254,,,,,,,,,,,,,,,254_0,ABANDONED,SOBOL,,,201,4,264,278,1032
255,,,,,,,,,,,,,,,255_0,ABANDONED,SOBOL,,,4106,2,233,1626,565
256,,,,,,,,,,,,,,,256_0,ABANDONED,SOBOL,,,4113,4,101,703,347
257,,,,,,,,,,,,,,,257_0,ABANDONED,SOBOL,,,215,2,380,1333,1750
258,,,,,,,,,,,,,,,258_0,ABANDONED,SOBOL,,,2040,3,187,405,1222
259,,,,,,,,,,,,,,,259_0,ABANDONED,SOBOL,,,3438,0,342,1507,629
260,,,,,,,,,,,,,,,260_0,ABANDONED,SOBOL,,,2566,3,443,1940,961
261,,,,,,,,,,,,,,,261_0,ABANDONED,SOBOL,,,1782,0,38,88,1428
262,,,,,,,,,,,,,,,262_0,ABANDONED,SOBOL,,,1126,4,278,1142,1582
263,1753870006.000000000000000000000000000000,1753870275.000000000000000000000000000000,269.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4410 feature_id 1 p 250 big_windowSize 761 small_windowSize 54,0.000000000000000000000000000000,,i7175,5697420.000000000000000000000000000000,258.000000000000000000000000000000,551.019531250000000000000000000000,551.019531250000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,263_0,COMPLETED,SOBOL,258.000000000000000000000000000000,0.000000000000000000000000000000,4410,1,250,761,54
264,,,,,,,,,,,,,,,264_0,ABANDONED,SOBOL,,,4704,3,305,134,1883
265,,,,,,,,,,,,,,,265_0,ABANDONED,SOBOL,,,796,0,215,1779,479
266,,,,,,,,,,,,,,,266_0,ABANDONED,SOBOL,,,1449,4,471,959,512
267,,,,,,,,,,,,,,,267_0,ABANDONED,SOBOL,,,2857,1,3,1078,1104
268,,,,,,,,,,,,,,,268_0,ABANDONED,SOBOL,,,3147,4,152,1385,1312
269,,,,,,,,,,,,,,,269_0,ABANDONED,SOBOL,,,2372,1,369,517,844
270,,,,,,,,,,,,,,,270_0,ABANDONED,SOBOL,,,545,2,66,1711,187
271,,,,,,,,,,,,,,,271_0,ABANDONED,SOBOL,,,3820,0,408,316,1715
272,,,,,,,,,,,,,,,272_0,ABANDONED,SOBOL,,,4040,2,199,1200,707
273,,,,,,,,,,,,,,,273_0,ABANDONED,SOBOL,,,445,0,290,835,1175
274,,,,,,,,,,,,,,,274_0,ABANDONED,SOBOL,,,2269,4,19,1905,1828
275,,,,,,,,,,,,,,,275_0,ABANDONED,SOBOL,,,3365,1,486,6,299
276,1753870335.000000000000000000000000000000,1753870348.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3108 feature_id 4 p 354 big_windowSize 440 small_windowSize 101,1.000000000000000000000000000000,,i7166,5697645.000000000000000000000000000000,,,,,,,276_0,FAILED,SOBOL,,,3108,4,354,440,101
277,,,,,,,,,,,,,,,277_0,ABANDONED,SOBOL,,,1396,2,136,1589,1504
278,,,,,,,,,,,,,,,278_0,ABANDONED,SOBOL,,,741,3,423,645,1475
279,,,,,,,,,,,,,,,279_0,ABANDONED,SOBOL,,,4953,1,82,1259,883
280,,,,,,,,,,,,,,,280_0,ABANDONED,SOBOL,,,4621,3,395,1629,1058
281,,,,,,,,,,,,,,,281_0,ABANDONED,SOBOL,,,1035,1,117,281,590
282,,,,,,,,,,,,,,,282_0,ABANDONED,SOBOL,,,1689,2,326,1459,433
283,,,,,,,,,,,,,,,283_0,ABANDONED,SOBOL,,,2774,0,170,575,1960
284,,,,,,,,,,,,,,,284_0,ABANDONED,SOBOL,,,3699,3,54,885,1637
285,1753870350.000000000000000000000000000000,1753870692.000000000000000000000000000000,342.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1977 feature_id 0 p 459 big_windowSize 1020 small_windowSize 233,0.000000000000000000000000000000,,i7164,5697648.000000000000000000000000000000,313.000000000000000000000000000000,552.277343750000000000000000000000,547.159696691176463900774251669645,-1.000000000000000000000000000000,0.299999999999999988897769753748,0.000000000000000000000000000000,285_0,COMPLETED,SOBOL,313.000000000000000000000000000000,0.000000000000000000000000000000,1977,0,459,1020,233
286,,,,,,,,,,,,,,,286_0,ABANDONED,SOBOL,,,150,4,234,216,766
287,,,,,,,,,,,,,,,287_0,ABANDONED,SOBOL,,,4371,2,263,1814,1358
288,1753870342.000000000000000000000000000000,1753871880.000000000000000000000000000000,1538.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4222 feature_id 3 p 478 big_windowSize 1290 small_windowSize 14,0.000000000000000000000000000000,,i7186,5697650.000000000000000000000000000000,1528.000000000000000000000000000000,552.105468750000000000000000000000,552.032484879032267599541228264570,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000000000000000000000000000000,288_0,COMPLETED,SOBOL,1528.000000000000000000000000000000,0.000000000000000000000000000000,4222,3,478,1290,14
289,,,,,,,,,,,,,,,289_0,ABANDONED,SOBOL,,,6,0,11,675,1607
290,,,,,,,,,,,,,,,290_0,ABANDONED,SOBOL,,,1931,4,299,1619,1390
291,,,,,,,,,,,,,,,291_0,ABANDONED,SOBOL,,,3647,2,207,470,983
292,,,,,,,,,,,,,,,292_0,ABANDONED,SOBOL,,,2695,3,73,38,683
293,,,,,,,,,,,,,,,293_0,ABANDONED,SOBOL,,,1593,1,416,1937,1215
294,,,,,,,,,,,,,,,294_0,ABANDONED,SOBOL,,,998,3,145,868,1806
295,,,,,,,,,,,,,,,295_0,ABANDONED,SOBOL,,,4600,0,360,1232,337
296,,,,,,,,,,,,,,,296_0,ABANDONED,SOBOL,,,4891,4,180,1844,1724
297,,,,,,,,,,,,,,,297_0,ABANDONED,SOBOL,,,665,2,333,246,130
298,,,,,,,,,,,,,,,298_0,ABANDONED,SOBOL,,,1262,3,108,1050,851
299,,,,,,,,,,,,,,,299_0,ABANDONED,SOBOL,,,2988,1,389,916,1257
300,,,,,,,,,,,,,,,300_0,ABANDONED,SOBOL,,,3353,2,271,607,1082
301,,,,,,,,,,,,,,,301_0,ABANDONED,SOBOL,,,2262,0,241,1491,550
302,,,,,,,,,,,,,,,302_0,ABANDONED,SOBOL,,,339,4,450,313,455
303,,,,,,,,,,,,,,,303_0,ABANDONED,SOBOL,,,3931,1,47,1661,1923
304,,,,,,,,,,,,,,,304_0,ABANDONED,SOBOL,,,3836,4,318,793,937
305,,,,,,,,,,,,,,,305_0,ABANDONED,SOBOL,,,549,1,164,1174,1468
306,,,,,,,,,,,,,,,306_0,ABANDONED,SOBOL,,,2473,2,404,120,1560
307,1753871944.000000000000000000000000000000,1753871957.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3261 feature_id 0 p 124 big_windowSize 1972 small_windowSize 92,1.000000000000000000000000000000,,i7186,5698504.000000000000000000000000000000,,,,,,,307_0,FAILED,SOBOL,,,3261,0,124,1972,92
308,1753871950.000000000000000000000000000000,1753871968.000000000000000000000000000000,18.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2924 feature_id 3 p 225 big_windowSize 1537 small_windowSize 260,1.000000000000000000000000000000,,i7180,5698507.000000000000000000000000000000,,,,,,,308_0,FAILED,SOBOL,,,2924,3,225,1537,260
309,,,,,,,,,,,,,,,309_0,ABANDONED,SOBOL,,,1519,1,256,435,1853
310,,,,,,,,,,,,,,,310_0,ABANDONED,SOBOL,,,925,4,63,1364,1137
311,,,,,,,,,,,,,,,311_0,ABANDONED,SOBOL,,,4829,2,465,733,730
312,,,,,,,,,,,,,,,312_0,ABANDONED,SOBOL,,,4495,2,28,348,1336
313,,,,,,,,,,,,,,,313_0,ABANDONED,SOBOL,,,1217,0,493,1743,804
314,,,,,,,,,,,,,,,314_0,ABANDONED,SOBOL,,,1814,3,190,549,209
315,,,,,,,,,,,,,,,315_0,ABANDONED,SOBOL,,,2592,1,283,1418,1677
316,,,,,,,,,,,,,,,316_0,ABANDONED,SOBOL,,,3593,4,432,1108,1970
317,,,,,,,,,,,,,,,317_0,ABANDONED,SOBOL,,,2179,2,89,989,376
318,,,,,,,,,,,,,,,318_0,ABANDONED,SOBOL,,,256,3,345,1809,598
319,,,,,,,,,,,,,,,319_0,ABANDONED,SOBOL,,,4170,0,129,164,1003
320,,,,,,,,,,,,,,,320_0,ABANDONED,SOBOL,,,4205,2,372,1723,1613
321,,,,,,,,,,,,,,,321_0,ABANDONED,SOBOL,,,297,0,157,375,20
322,,,,,,,,,,,,,,,322_0,ABANDONED,SOBOL,,,2144,3,412,1429,985
323,,,,,,,,,,,,,,,323_0,ABANDONED,SOBOL,,,3552,1,69,544,1392
324,,,,,,,,,,,,,,,324_0,ABANDONED,SOBOL,,,2628,4,218,979,1193
325,,,,,,,,,,,,,,,325_0,ABANDONED,SOBOL,,,1854,2,310,1113,661
326,,,,,,,,,,,,,,,326_0,ABANDONED,SOBOL,,,1181,3,7,184,320
327,,,,,,,,,,,,,,,327_0,ABANDONED,SOBOL,,,4456,0,474,1782,1788
328,1753871951.000000000000000000000000000000,1753871970.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 4786 feature_id 4 p 35 big_windowSize 1169 small_windowSize 152,1.000000000000000000000000000000,,i7179,5698509.000000000000000000000000000000,,,,,,,328_0,FAILED,SOBOL,,,4786,4,35,1169,152
329,,,,,,,,,,,,,,,329_0,ABANDONED,SOBOL,,,888,1,439,804,1746
330,,,,,,,,,,,,,,,330_0,ABANDONED,SOBOL,,,1563,2,245,1998,1275
331,,,,,,,,,,,,,,,331_0,ABANDONED,SOBOL,,,2961,0,275,99,869
332,,,,,,,,,,,,,,,332_0,ABANDONED,SOBOL,,,3219,3,377,409,544
333,,,,,,,,,,,,,,,333_0,ABANDONED,SOBOL,,,2435,1,97,1558,1076
334,,,,,,,,,,,,,,,334_0,ABANDONED,SOBOL,,,590,4,337,739,1921
335,,,,,,,,,,,,,,,335_0,ABANDONED,SOBOL,,,3874,1,184,1353,453
336,,,,,,,,,,,,,,,336_0,ABANDONED,SOBOL,,,3966,4,454,227,1439
337,,,,,,,,,,,,,,,337_0,ABANDONED,SOBOL,,,380,2,51,1872,907
338,1753872030.000000000000000000000000000000,1753872049.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2227 feature_id 3 p 260 big_windowSize 928 small_windowSize 66,1.000000000000000000000000000000,,i7176,5698536.000000000000000000000000000000,,,,,,,338_0,FAILED,SOBOL,,,2227,3,260,928,66
339,,,,,,,,,,,,,,,339_0,ABANDONED,SOBOL,,,3313,1,229,1046,1535
340,,,,,,,,,,,,,,,340_0,ABANDONED,SOBOL,,,3024,2,113,1479,1866
341,,,,,,,,,,,,,,,341_0,ABANDONED,SOBOL,,,1302,0,392,611,273
342,,,,,,,,,,,,,,,342_0,ABANDONED,SOBOL,,,629,4,168,1680,739
343,,,,,,,,,,,,,,,343_0,ABANDONED,SOBOL,,,4851,1,322,285,1147
344,,,,,,,,,,,,,,,344_0,ABANDONED,SOBOL,,,4557,3,140,673,790
345,,,,,,,,,,,,,,,345_0,ABANDONED,SOBOL,,,961,0,356,1303,1322
346,,,,,,,,,,,,,,,346_0,ABANDONED,SOBOL,,,1636,4,85,499,1667
347,1753872038.000000000000000000000000000000,1753872057.000000000000000000000000000000,19.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2731 feature_id 2 p 428 big_windowSize 1601 small_windowSize 200,1.000000000000000000000000000000,,i7172,5698537.000000000000000000000000000000,,,,,,,347_0,FAILED,SOBOL,,,2731,2,428,1601,200
348,1753872040.000000000000000000000000000000,1753872363.000000000000000000000000000000,323.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 3605 feature_id 3 p 295 big_windowSize 1908 small_windowSize 406,0.000000000000000000000000000000,,i7171,5698541.000000000000000000000000000000,307.000000000000000000000000000000,555.039062500000000000000000000000,554.917850378787875342823099344969,-1.000000000000000000000000000000,0.320000000000000006661338147751,0.000125000000000000002602085214,348_0,COMPLETED,SOBOL,307.000000000000000000000000000000,7.620000000000000106581410364015,3605,3,295,1908,406
349,,,,,,,,,,,,,,,349_0,ABANDONED,SOBOL,,,1893,1,202,57,1999
350,,,,,,,,,,,,,,,350_0,ABANDONED,SOBOL,,,49,2,489,1235,1029
351,,,,,,,,,,,,,,,351_0,ABANDONED,SOBOL,,,4261,0,24,854,623
352,,,,,,,,,,,,,,,352_0,ABANDONED,SOBOL,,,4336,3,239,255,1779
353,,,,,,,,,,,,,,,353_0,ABANDONED,SOBOL,,,110,1,267,1650,376
354,,,,,,,,,,,,,,,354_0,ABANDONED,SOBOL,,,2013,3,42,581,655
355,,,,,,,,,,,,,,,355_0,ABANDONED,SOBOL,,,3738,0,448,1449,1247
356,,,,,,,,,,,,,,,356_0,ABANDONED,SOBOL,,,2739,3,330,1014,1415
357,,,,,,,,,,,,,,,357_0,ABANDONED,SOBOL,,,1647,0,175,895,947
358,,,,,,,,,,,,,,,358_0,ABANDONED,SOBOL,,,1070,4,384,1840,44
359,,,,,,,,,,,,,,,359_0,ABANDONED,SOBOL,,,4662,2,105,195,1573
360,,,,,,,,,,,,,,,360_0,ABANDONED,SOBOL,,,4995,2,419,824,492
361,,,,,,,,,,,,,,,361_0,ABANDONED,SOBOL,,,779,0,78,1205,1897
362,,,,,,,,,,,,,,,362_0,ABANDONED,SOBOL,,,1354,4,365,26,1114
363,,,,,,,,,,,,,,,363_0,ABANDONED,SOBOL,,,3070,1,148,1878,522
364,,,,,,,,,,,,,,,364_0,ABANDONED,SOBOL,,,3408,4,14,1569,814
365,,,,,,,,,,,,,,,365_0,ABANDONED,SOBOL,,,2307,1,483,467,1282
366,,,,,,,,,,,,,,,366_0,ABANDONED,SOBOL,,,401,3,211,1271,1689
367,,,,,,,,,,,,,,,367_0,ABANDONED,SOBOL,,,4003,0,301,640,161
368,,,,,,,,,,,,,,,368_0,ABANDONED,SOBOL,,,3784,3,94,1750,1169
369,,,,,,,,,,,,,,,369_0,ABANDONED,SOBOL,,,506,1,434,152,702
370,,,,,,,,,,,,,,,370_0,ABANDONED,SOBOL,,,2409,4,132,1081,297
371,,,,,,,,,,,,,,,371_0,ABANDONED,SOBOL,,,3187,2,350,946,1827
372,,,,,,,,,,,,,,,372_0,ABANDONED,SOBOL,,,2823,4,498,514,1526
373,1753872428.000000000000000000000000000000,1753872566.000000000000000000000000000000,138.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 1408 feature_id 1 p 30 big_windowSize 1398 small_windowSize 122,0.000000000000000000000000000000,,i7170,5698798.000000000000000000000000000000,127.000000000000000000000000000000,547.464843750000000000000000000000,547.464843750000000000000000000000,-1.000000000000000000000000000000,0.340000000000000024424906541753,0.000000000000000000000000000000,373_0,COMPLETED,SOBOL,127.000000000000000000000000000000,0.000000000000000000000000000000,1408,1,30,1398,122
374,,,,,,,,,,,,,,,374_0,ABANDONED,SOBOL,,,831,2,286,345,900
375,,,,,,,,,,,,,,,375_0,ABANDONED,SOBOL,,,4745,0,195,1693,1493
376,,,,,,,,,,,,,,,376_0,ABANDONED,SOBOL,,,4453,4,251,1321,568
377,,,,,,,,,,,,,,,377_0,ABANDONED,SOBOL,,,1165,2,222,707,1036
378,,,,,,,,,,,,,,,378_0,ABANDONED,SOBOL,,,1740,3,463,1526,1943
379,,,,,,,,,,,,,,,379_0,ABANDONED,SOBOL,,,2527,0,58,377,415
380,,,,,,,,,,,,,,,380_0,ABANDONED,SOBOL,,,3481,2,159,69,239
381,,,,,,,,,,,,,,,381_0,ABANDONED,SOBOL,,,2077,0,315,1967,1643
382,,,,,,,,,,,,,,,382_0,ABANDONED,SOBOL,,,172,3,122,773,1360
383,,,,,,,,,,,,,,,383_0,ABANDONED,SOBOL,,,4076,1,399,1139,768
384,,,,,,,,,,,,,,,384_0,ABANDONED,SOBOL,,,4090,3,165,965,1402
385,,,,,,,,,,,,,,,385_0,ABANDONED,SOBOL,,,180,1,324,1069,995
386,1753872427.000000000000000000000000000000,1753872440.000000000000000000000000000000,13.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2103 feature_id 4 p 111 big_windowSize 140 small_windowSize 25,1.000000000000000000000000000000,,i7169,5698800.000000000000000000000000000000,,,,,,,386_0,FAILED,SOBOL,,,2103,4,111,140,25
387,,,,,,,,,,,,,,,387_0,ABANDONED,SOBOL,,,3512,2,393,1770,1619
388,,,,,,,,,,,,,,,388_0,ABANDONED,SOBOL,,,2512,4,261,1704,1794
389,,,,,,,,,,,,,,,389_0,ABANDONED,SOBOL,,,1738,1,228,325,326
390,,,,,,,,,,,,,,,390_0,ABANDONED,SOBOL,,,1142,2,457,1379,671
391,,,,,,,,,,,,,,,391_0,ABANDONED,SOBOL,,,4415,0,48,526,1203
392,,,,,,,,,,,,,,,392_0,ABANDONED,SOBOL,,,4749,4,492,396,862
393,,,,,,,,,,,,,,,393_0,ABANDONED,SOBOL,,,849,2,21,1514,1270
394,,,,,,,,,,,,,,,394_0,ABANDONED,SOBOL,,,1444,3,296,695,1735
395,1753872626.000000000000000000000000000000,1753872638.000000000000000000000000000000,12.000000000000000000000000000000,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python main_mtr.py 1 1 SineClustersPre 2000 HoeffdingTreeClassifier WindowKDE recent_samples_size 2843 feature_id 0 p 201 big_windowSize 1341 small_windowSize 143,1.000000000000000000000000000000,,i7184,5698859.000000000000000000000000000000,,,,,,,395_0,FAILED,SOBOL,,,2843,0,201,1341,143
