trial_index,start_time,end_time,run_time,program_string,exit_code,signal,hostname,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,OO_Info_accuracy,OO_Info_portion_req_label,OO_Info_SLURM_JOB_ID,arm_name,trial_status,generation_node,RUNTIME,MTR,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
236,,,,,,,,,,,,,,,236_0,RUNNING,SOBOL,,,54,2596,18,634,0.058586190078407526793391468800
237,,,,,,,,,,,,,,,237_0,RUNNING,SOBOL,,,2019,716,64,381,0.347494706457480762029632614940
238,,,,,,,,,,,,,,,238_0,RUNNING,SOBOL,,,3650,4857,36,991,0.971903675887733742300156336569
239,,,,,,,,,,,,,,,239_0,RUNNING,SOBOL,,,3053,589,6,792,0.798409942815080264644223007053
240,,,,,,,,,,,,,,,240_0,RUNNING,SOBOL,,,1285,3792,96,339,0.427483164519071590081722433752
241,,,,,,,,,,,,,,,241_0,RUNNING,SOBOL,,,710,1922,48,586,0.232026745030656456059148240456
242,,,,,,,,,,,,,,,242_0,RUNNING,SOBOL,,,4881,3718,51,39,0.604026419371366474209139596496
243,,,,,,,,,,,,,,,243_0,RUNNING,SOBOL,,,4661,1011,44,299,0.095842548497021201603374152000
244,,,,,,,,,,,,,,,244_0,RUNNING,SOBOL,,,998,4678,59,814,0.725039881708100408808093106927
245,,,,,,,,,,,,,,,245_0,RUNNING,SOBOL,,,1691,1563,11,75,0.935120178349316155674841866130
246,,,,,,,,,,,,,,,246_0,RUNNING,SOBOL,,,2716,2886,90,560,0.306797308923676625980192511634
247,,,,,,,,,,,,,,,247_0,RUNNING,SOBOL,,,3391,2291,72,722,0.484277161028236147188863469637
248,,,,,,,,,,,,,,,248_0,RUNNING,SOBOL,,,2189,3311,32,145,0.851260051233693970651472682221
249,,,,,,,,,,,,,,,249_0,COMPLETED,SOBOL,4259.000000000000000000000000000000,0.719999999999999973354647408996,421,177,77,905,0.547735271837562320840220309037
250,,,,,,,,,,,,,,,250_0,RUNNING,SOBOL,,,3908,4165,23,483,0.179649497492238879869930201494
251,,,,,,,,,,,,,,,251_0,RUNNING,SOBOL,,,4036,2352,32,48,0.749740606503561113349576316978
252,,,,,,,,,,,,,,,252_0,RUNNING,SOBOL,,,374,3210,66,563,0.382590417228639123603528560125
253,,,,,,,,,,,,,,,253_0,COMPLETED,SOBOL,575.000000000000000000000000000000,2.620000000000000106581410364015,2316,82,15,326,0.218443346219137302099966291280
254,,,,,,,,,,,,,,,254_0,RUNNING,SOBOL,,,3341,4220,87,811,0.586422734580934079673397718580
255,,,,,,,,,,,,,,,255_0,RUNNING,SOBOL,,,2766,1223,54,971,0.639068833051249396426385374070
256,,,,,,,,,,,,,,,256_0,RUNNING,SOBOL,,,1565,4428,45,394,0.009795146565884350897679411219
257,,,,,,,,,,,,,,,257_0,RUNNING,SOBOL,,,1046,1306,99,656,0.330012966809794305866887498269
258,,,,,,,,,,,,,,,258_0,RUNNING,SOBOL,,,4532,3105,2,234,0.958198569875210570678802923794
259,,,,,,,,,,,,,,,259_0,COMPLETED,SOBOL,8955.000000000000000000000000000000,1.500000000000000000000000000000,4987,373,92,494,0.466672940868884333909250017314
260,,,,,,,,,,,,,,,260_0,RUNNING,SOBOL,,,680,4048,8,885,0.837676117053255397948419158638
261,,,,,,,,,,,,,,,261_0,RUNNING,SOBOL,,,1394,2174,63,130,0.502841989178210546640457323520
262,,,,,,,,,,,,,,,262_0,RUNNING,SOBOL,,,3024,3506,41,740,0.130979625811800365342563168269
263,,,,,,,,,,,,,,,263_0,RUNNING,SOBOL,,,3678,1679,21,543,0.082136907115578652871512588263
264,,,,,,,,,,,,,,,264_0,RUNNING,SOBOL,,,1911,2692,80,90,0.707557606691494589412627647107
265,,,,,,,,,,,,,,,265_0,RUNNING,SOBOL,,,85,815,28,835,0.886328599467873567974152138049
266,,,,,,,,,,,,,,,266_0,RUNNING,SOBOL,,,4255,4796,75,288,0.262025971407070734642275056103
267,,,,,,,,,,,,,,,267_0,RUNNING,SOBOL,,,4170,630,12,675,0.611704383915290250683938211296
268,,,,,,,,,,,,,,,268_0,RUNNING,SOBOL,,,176,4932,90,192,0.239940983865410101261161912589
269,,,,,,,,,,,,,,,269_0,RUNNING,SOBOL,,,2137,1797,42,952,0.419814838474616425223473470396
270,,,,,,,,,,,,,,,270_0,FAILED,SOBOL,,,3455,2505,57,436,0.790490586373954973176125804457
271,,,,,,,,,,,,,,,271_0,FAILED,SOBOL,,,2940,2007,78,346,0.995175747344270389405096466362
272,,,,,,,,,,,,,,,272_0,FAILED,SOBOL,,,1485,3644,25,768,0.371002576321363464195712822402
273,,,,,,,,,,,,,,,273_0,COMPLETED,SOBOL,2085.000000000000000000000000000000,2.649999999999999911182158029987,907,528,70,28,0.035324470946565274254158595113
274,,,,,,,,,,,,,,,274_0,FAILED,SOBOL,,,4764,3883,29,607,0.660326409786939572121866603993
275,,,,,,,,,,,,,,,275_0,FAILED,SOBOL,,,4467,1468,66,870,0.171969272501766690108837565276
276,,,,,,,,,,,,,,,276_0,FAILED,SOBOL,,,1117,2952,37,261,0.539819248439744159284714442038
277,,,,,,,,,,,,,,,277_0,FAILED,SOBOL,,,1811,1083,83,508,0.858933730967342823348076308321
278,,,,,,,,,,,,,,,278_0,FAILED,SOBOL,,,2524,4598,18,117,0.492202347042039023428117161529
279,,,,,,,,,,,,,,,279_0,COMPLETED,SOBOL,1829.000000000000000000000000000000,1.429999999999999937827510620991,3275,271,50,165,0.283523690845817355477009868991
280,,,,,,,,,,,,,,,280_0,FAILED,SOBOL,,,2387,4100,54,712,0.911610285980626988688868550526
281,,,,,,,,,,,,,,,281_0,FAILED,SOBOL,,,620,2219,5,459,0.748307668354362243157140710537
282,,,,,,,,,,,,,,,282_0,FAILED,SOBOL,,,3793,3392,95,913,0.119361365539953107051118763593
283,,,,,,,,,,,,,,,283_0,FAILED,SOBOL,,,3777,1257,1,251,0.389694324083626253418799478823
284,,,,,,,,,,,,,,,284_0,FAILED,SOBOL,,,564,3056,97,861,0.758656915606930826179166160728
285,,,,,,,,,,,,,,,285_0,FAILED,SOBOL,,,2369,1174,46,123,0.579882110185921173517442639422
286,,,,,,,,,,,,,,,286_0,FAILED,SOBOL,,,3219,4379,56,513,0.209816686572507016261823764580
287,,,,,,,,,,,,,,,287_0,COMPLETED,SOBOL,2149.000000000000000000000000000000,1.129999999999999893418589635985,2546,131,85,706,0.001351107206195592980862985044
288,,,,,,,,,,,,,,,288_0,FAILED,SOBOL,,,1873,4269,14,159,0.632467176599428082539589013322
289,,,,,,,,,,,,,,,289_0,FAILED,SOBOL,,,1139,2401,68,922,0.967297499265521776301568479539
290,,,,,,,,,,,,,,,290_0,FAILED,SOBOL,,,4527,3259,33,469,0.337055841607972972440165904118
291,,,,,,,,,,,,,,,291_0,FAILED,SOBOL,,,4698,844,73,197,0.830526406412944173673906789190
292,,,,,,,,,,,,,,,292_0,FAILED,SOBOL,,,880,4826,26,682,0.457680847320705630476567193909
293,,,,,,,,,,,,,,,293_0,FAILED,SOBOL,,,1418,1708,82,427,0.137474446421489121528125565419
294,,,,,,,,,,,,,,,294_0,FAILED,SOBOL,,,2912,2721,22,942,0.511392864380031841875506870565
295,,,,,,,,,,,,,,,295_0,FAILED,SOBOL,,,3507,2145,39,778,0.716047449836507476916835912562
296,,,,,,,,,,,,,,,296_0,FAILED,SOBOL,,,2150,3476,61,355,0.088814348012208943483614120851
297,,,,,,,,,,,,,,,297_0,COMPLETED,SOBOL,8291.000000000000000000000000000000,10.759999999999999786837179271970,227,343,9,600,0.252972845802083623478750951108
298,,,,,,,,,,,,,,,298_0,FAILED,SOBOL,,,4182,4018,94,23,0.879361509114503836492815480597
299,,,,,,,,,,,,,,,299_0,FAILED,SOBOL,,,4273,479,30,879,0.247029721934348356349175901414
300,,,,,,,,,,,,,,,300_0,FAILED,SOBOL,,,142,3834,71,488,0.620635980775579798596197633742
301,,,,,,,,,,,,,,,301_0,FAILED,SOBOL,,,1927,1958,23,749,0.783934793192893275559640642314
302,,,,,,,,,,,,,,,302_0,FAILED,SOBOL,,,3733,3595,76,140,0.411203466584905974468000522393
303,,,,,,,,,,,,,,,303_0,FAILED,SOBOL,,,3003,1846,59,80,0.362573824718594561744566817652
304,,,,,,,,,,,,,,,304_0,FAILED,SOBOL,,,1333,2554,43,534,0.988558922106400173035467560112
305,,,,,,,,,,,,,,,305_0,FAILED,SOBOL,,,658,679,88,294,0.669440626934170723849604200950
306,,,,,,,,,,,,,,,306_0,FAILED,SOBOL,,,4925,4981,10,841,0.042352176958695052222392263275
307,,,,,,,,,,,,,,,307_0,FAILED,SOBOL,,,4599,2249,97,573,0.532654250042512988905230031378
308,,,,,,,,,,,,,,,308_0,FAILED,SOBOL,,,1073,3421,6,57,0.162992347739636889158987287374
309,,,,,,,,,,,,,,,309_0,COMPLETED,SOBOL,9014.000000000000000000000000000000,1.890000000000000124344978758018,1631,300,52,804,0.498681879894807944531009979983
310,,,,,,,,,,,,,,,310_0,FAILED,SOBOL,,,2792,4129,49,320,0.867499774955213021065958400868
311,,,,,,,,,,,,,,,311_0,FAILED,SOBOL,,,3290,1053,19,399,0.920115297911688667653606898966
312,,,,,,,,,,,,,,,312_0,FAILED,SOBOL,,,2304,4568,85,978,0.290185843985527769373078399440
313,,,,,,,,,,,,,,,313_0,FAILED,SOBOL,,,322,1439,36,225,0.110323408721014856737063780656
314,,,,,,,,,,,,,,,314_0,FAILED,SOBOL,,,4023,2923,64,646,0.741325290244072676593134474388
315,,,,,,,,,,,,,,,315_0,FAILED,SOBOL,,,3973,1110,79,824,0.313782223530113701936983261476
316,,,,,,,,,,,,,,,316_0,FAILED,SOBOL,,,447,4472,19,308,0.943787606896832609315595163935
317,,,,,,,,,,,,,,,317_0,FAILED,SOBOL,,,2256,1339,74,553,0.655734963245689916888636616932
318,,,,,,,,,,,,,,,318_0,FAILED,SOBOL,,,3418,2983,28,69,0.024869924249127508403267583503
319,,,,,,,,,,,,,,,319_0,FAILED,SOBOL,,,2664,2466,7,150,0.202136461582034826500731128363
320,,,,,,,,,,,,,,,320_0,FAILED,SOBOL,,,1678,3166,92,729,0.571966086788103011961936772423
321,,,,,,,,,,,,,,,321_0,COMPLETED,SOBOL,754.000000000000000000000000000000,2.029999999999999804600747665972,947,49,40,474,0.766330595340579789898072249343
322,,,,,,,,,,,,,,,322_0,FAILED,SOBOL,,,4649,4342,62,895,0.397619510097429129658053170715
323,,,,,,,,,,,,,,,323_0,FAILED,SOBOL,,,4897,1635,45,628,0.902633580571040483597755610390
324,,,,,,,,,,,,,,,324_0,FAILED,SOBOL,,,766,2805,55,237,0.276480715665966270133679927312
325,,,,,,,,,,,,,,,325_0,FAILED,SOBOL,,,1303,937,3,1000,0.065552628880366684005487343256
326,,,,,,,,,,,,,,,326_0,FAILED,SOBOL,,,3110,4763,100,391,0.692534224424511180018271261360
327,,,,,,,,,,,,,,,327_0,COMPLETED,SOBOL,7723.000000000000000000000000000000,1.709999999999999964472863211995,3628,417,67,329,0.519070828923955507328003022849
328,,,,,,,,,,,,,,,328_0,RUNNING,SOBOL,,,1957,3934,33,783,0.145388685256242738974563621923
329,,,,,,,,,,,,,,,329_0,RUNNING,SOBOL,,,33,2053,87,45,0.450012521276250465618318230554
330,,,,,,,,,,,,,,,330_0,RUNNING,SOBOL,,,4301,3539,15,592,0.822607049971818882205809586594
331,,,,,,,,,,,,,,,331_0,RUNNING,SOBOL,,,4073,1893,52,446,0.050020503003150224019535130537
332,,,,,,,,,,,,,,,332_0,RUNNING,SOBOL,,,255,3689,49,931,0.677359983375296015317701403546
333,,,,,,,,,,,,,,,333_0,COMPLETED,SOBOL,9791.000000000000000000000000000000,1.379999999999999893418589635985,2043,560,95,178,0.980880957562476396560668945312
334,,,,,,,,,,,,,,,334_0,FAILED,SOBOL,,,3538,3762,4,693,0.354659585883840944298128761147
335,,,,,,,,,,,,,,,335_0,FAILED,SOBOL,,,2882,745,37,527,0.434465185716748247823915107801
336,,,,,,,,,,,,,,,336_0,FAILED,SOBOL,,,1524,4886,65,104,0.807448018604889461435902830999
337,,,,,,,,,,,,,,,337_0,FAILED,SOBOL,,,852,1765,16,851,0.597363909319043151491257503949
338,,,,,,,,,,,,,,,338_0,FAILED,SOBOL,,,4807,2626,82,273,0.223521852070465681938671309581
339,,,,,,,,,,,,,,,339_0,COMPLETED,SOBOL,321.000000000000000000000000000000,1.350000000000000088817841970013,4402,226,25,2,0.733651610510423823896530848288
340,,,,,,,,,,,,,,,340_0,FAILED,SOBOL,,,1188,4214,78,612,0.102398222707211966620022280949
341,,,,,,,,,,,,,,,341_0,FAILED,SOBOL,,,1744,2340,30,373,0.297866068975999931378595420028
342,,,,,,,,,,,,,,,342_0,FAILED,SOBOL,,,2594,3360,70,763,0.928031321309506940231415228482
343,,,,,,,,,,,,,,,343_0,FAILED,SOBOL,,,3171,1514,91,957,0.844231988308951297739213259774
344,,,,,,,,,,,,,,,344_0,FAILED,SOBOL,,,2497,2838,13,410,0.475163062851876039083265368390
345,,,,,,,,,,,,,,,345_0,FAILED,SOBOL,,,514,962,58,671,0.186265965817496187417745545645
346,,,,,,,,,,,,,,,346_0,FAILED,SOBOL,,,3903,4630,42,218,0.556164142411202155891203346982
347,,,,,,,,,,,,,,,347_0,FAILED,SOBOL,,,3896,967,20,898,0.776293803494423673150492959394
348,,,,,,,,,,,,,,,348_0,FAILED,SOBOL,,,526,4644,79,477,0.403310950158163927792287495322
349,,,,,,,,,,,,,,,349_0,FAILED,SOBOL,,,2490,1519,28,730,0.192363829892128718190846825564
350,,,,,,,,,,,,,,,350_0,FAILED,SOBOL,,,3183,2852,75,151,0.566205866692587767019517741574
351,,,,,,,,,,,,,,,351_0,FAILED,SOBOL,,,2587,2334,92,69,0.646144832871854313260939761676
352,,,,,,,,,,,,,,,352_0,FAILED,SOBOL,,,1757,3346,7,553,0.018805376665666700963797097756
353,,,,,,,,,,,,,,,353_0,COMPLETED,SOBOL,2249.000000000000000000000000000000,0.849999999999999977795539507497,1181,220,62,305,0.323440628312528122290103738123
354,,,,,,,,,,,,,,,354_0,FAILED,SOBOL,,,4414,4200,40,822,0.949662024157121753553667531378
355,,,,,,,,,,,,,,,355_0,FAILED,SOBOL,,,4820,1776,55,592,0.444008901650086051926535901657
356,,,,,,,,,,,,,,,356_0,FAILED,SOBOL,,,845,2635,45,46,0.813077847555279675795247840142
357,,,,,,,,,,,,,,,357_0,FAILED,SOBOL,,,1536,755,100,785,0.525006174141541159805512961611
358,,,,,,,,,,,,,,,358_0,FAILED,SOBOL,,,2874,4895,4,332,0.155108017995953556544819207375
359,,,,,,,,,,,,,,,359_0,FAILED,SOBOL,,,3550,549,33,388,0.071183170726522804194758009544
360,,,,,,,,,,,,,,,360_0,FAILED,SOBOL,,,2036,3753,68,997,0.702436534363776399203516120906
361,,,,,,,,,,,,,,,361_0,FAILED,SOBOL,,,267,1882,16,236,0.896812462260946685610463191551
362,,,,,,,,,,,,,,,362_0,FAILED,SOBOL,,,4066,3680,88,627,0.266647185761481497756619774009
363,,,,,,,,,,,,,,,363_0,RUNNING,SOBOL,,,4308,2064,49,271,0.603185027629137060500852385303
364,,,,,,,,,,,,,,,364_0,RUNNING,SOBOL,,,21,3547,52,849,0.233355381974950426560155847255
365,,,,,,,,,,,,,,,365_0,COMPLETED,SOBOL,2636.000000000000000000000000000000,94.239999999999994884092302527279,1965,429,4,103,0.428834643870592113756856633699
366,,,,,,,,,,,,,,,366_0,RUNNING,SOBOL,,,3616,3942,95,526,0.797545708665624242250657971454
367,,,,,,,,,,,,,,,367_0,RUNNING,SOBOL,,,3117,925,65,694,0.974945612344890855105461469066
368,,,,,,,,,,,,,,,368_0,RUNNING,SOBOL,,,1290,4755,37,179,0.344940253144130126727873175696
369,,,,,,,,,,,,,,,369_0,RUNNING,SOBOL,,,773,1623,82,934,0.056024122629314658527999171156
370,,,,,,,,,,,,,,,370_0,RUNNING,SOBOL,,,4885,2797,16,449,0.686889185791835221728263149998
371,,,,,,,,,,,,,,,371_0,COMPLETED,SOBOL,630.000000000000000000000000000000,2.709999999999999964472863211995,4637,55,78,217,0.176607561035081739309049453368
372,,,,,,,,,,,,,,,372_0,RUNNING,SOBOL,,,954,4355,25,670,0.550289725150913011653130979539
373,,,,,,,,,,,,,,,373_0,RUNNING,SOBOL,,,1666,2472,71,407,0.853822118682786790344607652514
374,,,,,,,,,,,,,,,374_0,RUNNING,SOBOL,,,2672,3179,30,955,0.481227610435336849992182806091
375,,,,,,,,,,,,,,,375_0,RUNNING,SOBOL,,,3406,1332,13,765,0.307638700665906095199630954085
376,,,,,,,,,,,,,,,376_0,RUNNING,SOBOL,,,2263,2970,91,375,0.933791541405022185173834259331
377,,,,,,,,,,,,,,,377_0,RUNNING,SOBOL,,,435,1103,42,612,0.723688402356579940644110138237
378,,,,,,,,,,,,,,,378_0,RUNNING,SOBOL,,,3981,4459,58,3,0.096706782646477223996939187600
379,,,,,,,,,,,,,,,379_0,RUNNING,SOBOL,,,4011,1428,98,466,0.957341890376061210865543671389
380,,,,,,,,,,,,,,,380_0,RUNNING,SOBOL,,,329,2914,1,919,0.331356772540137178850727650570
381,,,,,,,,,,,,,,,381_0,RUNNING,SOBOL,,,2292,1043,56,158,0.011131338160485029081803176609
382,,,,,,,,,,,,,,,382_0,RUNNING,SOBOL,,,3297,4559,47,706,0.638219767687842276515652883973
383,,,,,,,,,,,,,,,383_0,COMPLETED,SOBOL,6016.000000000000000000000000000000,3.629999999999999893418589635985,2780,311,14,514,0.589479839824140094961535396578
384,,,,,,,,,,,,,,,384_0,RUNNING,SOBOL,,,1638,4138,86,124,0.215873605148866776204386042082
385,,,,,,,,,,,,,,,385_0,RUNNING,SOBOL,,,1061,2259,34,863,0.380043518565595150882074904075
386,,,,,,,,,,,,,,,386_0,RUNNING,SOBOL,,,4606,3430,68,254,0.752774869339540630974738633086
387,,,,,,,,,,,,,,,387_0,COMPLETED,SOBOL,2335.000000000000000000000000000000,9.089999999999999857891452847980,4932,674,27,22,0.258968866163864719354137378104
388,,,,,,,,,,,,,,,388_0,RUNNING,SOBOL,,,645,4966,73,600,0.888898340538144093869732387247
389,,,,,,,,,,,,,,,389_0,RUNNING,SOBOL,,,1341,1841,22,352,0.710104505354538506622930071899
390,,,,,,,,,,,,,,,390_0,RUNNING,SOBOL,,,2991,2540,82,775,0.079102644279599190757501503413
391,,,,,,,,,,,,,,,391_0,RUNNING,SOBOL,,,3741,1964,61,945,0.131836305310949697400246805046
392,,,,,,,,,,,,,,,392_0,RUNNING,SOBOL,,,1915,3609,39,430,0.501498183447867673656617171218
393,,,,,,,,,,,,,,,393_0,FAILED,SOBOL,,,149,484,94,683,0.836339925458654764867105768644
394,,,,,,,,,,,,,,,394_0,FAILED,SOBOL,,,4260,3848,9,198,0.467522006232291453819982507412
395,,,,,,,,,,,,,,,395_0,COMPLETED,SOBOL,11683.000000000000000000000000000000,1.570000000000000062172489379009,4194,337,71,843,0.663627107888460132656405221496
396,,,,,,,,,,,,,,,396_0,FAILED,SOBOL,,,219,4005,30,297,0.032511018047109249695658661494
397,,,,,,,,,,,,,,,397_0,FAILED,SOBOL,,,2162,2139,76,534,0.368211965829134013628021193654
398,,,,,,,,,,,,,,,398_0,FAILED,SOBOL,,,3500,3463,23,81,0.998453603038564341254357259459
399,,,,,,,,,,,,,,,399_0,FAILED,SOBOL,,,2924,1715,43,139,0.789877737674862134831244020461
400,,,,,,,,,,,,,,,400_0,FAILED,SOBOL,,,1411,2734,59,748,0.420915170317515741071900947645
401,,,,,,,,,,,,,,,401_0,FAILED,SOBOL,,,893,851,10,485,0.241033701572567232718213858789
402,,,,,,,,,,,,,,,402_0,FAILED,SOBOL,,,4691,4838,88,876,0.611099149351939541219280727091
403,,,,,,,,,,,,,,,403_0,FAILED,SOBOL,,,4520,2390,6,647,0.119974214239045973151576163218
404,,,,,,,,,,,,,,,404_0,FAILED,SOBOL,,,1151,3251,97,226,0.747207336511462871797562002030
405,,,,,,,,,,,,,,,405_0,COMPLETED,SOBOL,2899.000000000000000000000000000000,1.090000000000000079936057773011,1866,119,49,981,0.910517568273469857231816604326
406,,,,,,,,,,,,,,,406_0,FAILED,SOBOL,,,2559,4262,52,402,0.284128925409168009430516121938
407,,,,,,,,,,,,,,,407_0,FAILED,SOBOL,,,3211,1186,85,318,0.488901648940518518404729775284
408,,,,,,,,,,,,,,,408_0,FAILED,SOBOL,,,2381,4387,19,802,0.861747183866798827089894530218
409,,,,,,,,,,,,,,,409_0,FAILED,SOBOL,,,557,1269,64,56,0.542609858931973554341254839528
410,,,,,,,,,,,,,,,410_0,FAILED,SOBOL,,,3789,3064,36,573,0.168691416807472710504001156551
411,,,,,,,,,,,,,,,411_0,FAILED,SOBOL,,,3801,2210,66,231,0.339846511585637944818927280721
412,,,,,,,,,,,,,,,412_0,FAILED,SOBOL,,,608,3381,32,654,0.964019703056663290752226203040
413,,,,,,,,,,,,,,,413_0,COMPLETED,SOBOL,3706.000000000000000000000000000000,0.869999999999999995559107901499,2394,262,87,393,0.629166537983342988304968912416
414,,,,,,,,,,,,,,,414_0,FAILED,SOBOL,,,3263,4089,15,971,0.004164619591087102487558802011
415,,,,,,,,,,,,,,,415_0,FAILED,SOBOL,,,2531,1092,45,812,0.208724028350785378860265950607
416,,,,,,,,,,,,,,,416_0,FAILED,SOBOL,,,1799,4608,54,327,0.580487404234707349282018640224
417,,,,,,,,,,,,,,,417_0,FAILED,SOBOL,,,1124,1477,2,566,0.759269823791459241846268923837
418,,,,,,,,,,,,,,,418_0,FAILED,SOBOL,,,4454,2962,99,51,0.388594051726162459381441749429
419,,,,,,,,,,,,,,,419_0,COMPLETED,SOBOL,11976.000000000000000000000000000000,83.439999999999997726263245567679,4752,514,8,287,0.880454167336225501649948910199
420,,,,,,,,,,,,,,,420_0,FAILED,SOBOL,,,914,3877,92,834,0.252367551753297447714174950306
421,,,,,,,,,,,,,,,421_0,FAILED,SOBOL,,,1472,1993,41,87,0.088201439827680583327662588999
422,,,,,,,,,,,,,,,422_0,FAILED,SOBOL,,,2947,3638,63,540,0.717147722193971270954193641955
423,,,,,,,,,,,,,,,423_0,RUNNING,SOBOL,,,3443,1812,80,742,0.508602194402366869496745493961
424,,,,,,,,,,,,,,,424_0,RUNNING,SOBOL,,,2145,2510,21,132,0.140752242630347607077467841918
425,,,,,,,,,,,,,,,425_0,RUNNING,SOBOL,,,164,645,75,885,0.460981485936790724711187294815
426,,,,,,,,,,,,,,,426_0,RUNNING,SOBOL,,,4177,4937,28,495,0.827712894028052703632170050696
427,,,,,,,,,,,,,,,427_0,RUNNING,SOBOL,,,4247,802,90,610,0.041015925878658890391115221519
428,,,,,,,,,,,,,,,428_0,RUNNING,SOBOL,,,97,4789,12,31,0.670289632812142377460418174451
429,,,,,,,,,,,,,,,429_0,RUNNING,SOBOL,,,1904,1666,57,768,0.989415542120113955526505833404
430,,,,,,,,,,,,,,,430_0,RUNNING,SOBOL,,,3690,2685,42,347,0.361229959502816222460808148753
431,,,,,,,,,,,,,,,431_0,RUNNING,SOBOL,,,3017,2187,24,435,0.413750305762514480889535661845
432,,,,,,,,,,,,,,,432_0,RUNNING,SOBOL,,,1406,3512,78,951,0.780900470871478291634559809609
433,,,,,,,,,,,,,,,433_0,COMPLETED,SOBOL,3671.000000000000000000000000000000,3.009999999999999786837179271970,673,386,29,189,0.617578816046938317008141439146
434,,,,,,,,,,,,,,,434_0,RUNNING,SOBOL,,,4999,4054,69,673,0.249599403519183388189262018386
435,,,,,,,,,,,,,,,435_0,FAILED,SOBOL,,,4544,1298,37,913,0.738778451066464225682750566193
436,,,,,,,,,,,,,,,436_0,FAILED,SOBOL,,,1038,3093,65,460,0.113357731042429799028781189918
437,,,,,,,,,,,,,,,437_0,FAILED,SOBOL,,,1578,1215,17,715,0.293243008714169250961134594036
438,,,,,,,,,,,,,,,438_0,FAILED,SOBOL,,,2759,4416,83,168,0.917545616326853608057945166365
439,,,,,,,,,,,,,,,439_0,COMPLETED,SOBOL,691.000000000000000000000000000000,1.839999999999999857891452847980,3353,90,53,114,0.868836026035249231469492769975
440,,,,,,,,,,,,,,,440_0,FAILED,SOBOL,,,2308,4232,50,505,0.497832874016836290920196006482
441,,,,,,,,,,,,,,,441_0,FAILED,SOBOL,,,386,2360,95,260,0.162135727725923051156797782824
442,,,,,,,,,,,,,,,442_0,FAILED,SOBOL,,,4028,3222,4,869,0.533998115258291328188988700276
443,,,,,,,,,,,,,,,443_0,COMPLETED,SOBOL,3595.000000000000000000000000000000,0.950000000000000066613381477509,3920,191,38,664,0.396268090231344127793988718622
444,,,,,,,,,,,,,,,444_0,FAILED,SOBOL,,,414,4171,60,211,0.767194888975471278591555801540
445,,,,,,,,,,,,,,,445_0,FAILED,SOBOL,,,2202,2305,9,964,0.572807538015767891970142500213
446,,,,,,,,,,,,,,,446_0,FAILED,SOBOL,,,3383,3316,93,417,0.200807884123176350055217653789
447,,,,,,,,,,,,,,,447_0,FAILED,SOBOL,,,2729,1548,73,365,0.027432051183655860315813157513
448,,,,,,,,,,,,,,,448_0,FAILED,SOBOL,,,1684,2881,26,756,0.652685472138226030480723238725
449,,,,,,,,,,,,,,,449_0,COMPLETED,SOBOL,3492.000000000000000000000000000000,3.549999999999999822364316059975,1010,997,80,9,0.940745729925110962810208548035
450,,,,,,,,,,,,,,,450_0,FAILED,SOBOL,,,4653,4673,21,618,0.316336736328899859049812448575
451,,,,,,,,,,,,,,,451_0,FAILED,SOBOL,,,4874,1931,86,859,0.820044923037290596212756099703
452,,,,,,,,,,,,,,,452_0,FAILED,SOBOL,,,723,3729,14,280,0.453062012383714296515080377503
453,,,,,,,,,,,,,,,453_0,FAILED,SOBOL,,,1277,598,69,519,0.148430562227964413235525853452
454,,,,,,,,,,,,,,,454_0,FAILED,SOBOL,,,3065,3802,35,98,0.516516316125169350215173835750
455,,,,,,,,,,,,,,,455_0,FAILED,SOBOL,,,3643,707,2,185,0.693885644290596292904638175969
456,,,,,,,,,,,,,,,456_0,FAILED,SOBOL,,,2031,4846,99,701,0.064688335245475167556428175430
457,,,,,,,,,,,,,,,457_0,FAILED,SOBOL,,,47,1727,47,440,0.275639264438301334614322968264
458,,,,,,,,,,,,,,,458_0,FAILED,SOBOL,,,4373,2586,56,924,0.903962158029898987798844700592
459,,,,,,,,,,,,,,,459_0,FAILED,SOBOL,,,4128,1594,18,36,0.226327690834179529044689616057
460,,,,,,,,,,,,,,,460_0,FAILED,SOBOL,,,289,2768,83,583,0.594070825353264830859245648753
461,,,,,,,,,,,,,,,461_0,FAILED,SOBOL,,,2097,896,35,338,0.804162548774853380706417738111
462,,,,,,,,,,,,,,,462_0,FAILED,SOBOL,,,3572,4726,63,791,0.437263410344719882782982267599
463,,,,,,,,,,,,,,,463_0,FAILED,SOBOL,,,2819,458,96,991,0.353551639905199388547174521591
464,,,,,,,,,,,,,,,464_0,FAILED,SOBOL,,,1520,3972,6,381,0.981501420397311474808077491616
465,,,,,,,,,,,,,,,465_0,FAILED,SOBOL,,,788,2094,51,636,0.677957603802904484879832125443
466,,,,,,,,,,,,,,,466_0,FAILED,SOBOL,,,4802,3576,47,246,0.048935399431735276953858715387
467,,,,,,,,,,,,,,,467_0,FAILED,SOBOL,,,4427,1152,59,482,0.557272088389843656131006355281
468,,,,,,,,,,,,,,,468_0,RUNNING,SOBOL,,,1233,4508,44,905,0.185645502982661136925912614970
469,,,,,,,,,,,,,,,469_0,RUNNING,SOBOL,,,1768,1381,89,142,0.474565442424267514009983415235
470,,,,,,,,,,,,,,,470_0,RUNNING,SOBOL,,,2638,3019,11,720,0.845317091880366189293738443666
